,Cluster No,Day,Time,Date,Month,Year,Previous_price,Demand_(MW),CCGT_Gen,Oil_Gen,Coal_Gen,Nuclear_Gen,Wind_Gen,NPS_Hydro_Gen,Solar_Gen
16/06/2017_01:00,,5,1,16,6,2017,38.46,22935,4619,0,255,8305,7583,109,0
16/06/2017_02:00,,5,2,16,6,2017,34.56,22734,4823,0,263,8313,7386,95,0
16/06/2017_03:00,,5,3,16,6,2017,33.79,22114,4942,0,243,8136,7315,104,0
16/06/2017_04:00,,5,4,16,6,2017,33.54,21857,4770,0,239,8020,7287,105,0
16/06/2017_05:00,,5,5,16,6,2017,33.77,22186,4858,0,263,8258,6862,138,24
16/06/2017_06:00,,5,6,16,6,2017,40,25439,6727,0,255,8269,6557,184,312
16/06/2017_07:00,,5,7,16,6,2017,44.55,30717,11439,0,100,8275,6419,440,964
16/06/2017_08:00,,5,8,16,6,2017,56.55,34374,13587,0,0,8283,5689,523,2590
16/06/2017_09:00,,5,9,16,6,2017,60.05,35582,14630,0,0,8251,5281,508,3640
16/06/2017_10:00,,5,10,16,6,2017,55.25,35806,15308,0,0,7942,5189,473,4500
16/06/2017_11:00,,5,11,16,6,2017,52.55,36303,15422,0,1,7948,5393,438,5020
16/06/2017_12:00,,5,12,16,6,2017,44.02,36455,15138,0,270,8184,4921,386,5590
16/06/2017_13:00,,5,13,16,6,2017,36.55,35670,14799,0,302,8080,4639,350,5700
16/06/2017_14:00,,5,14,16,6,2017,34.44,35130,14664,0,266,8067,4294,316,5640
16/06/2017_15:00,,5,15,16,6,2017,37.99,34313,13827,0,267,8054,4436,244,5230
16/06/2017_16:00,,5,16,16,6,2017,44.59,34825,14762,0,263,7763,4259,293,4460
16/06/2017_17:00,,5,17,16,6,2017,55.99,35271,15442,0,276,7716,4360,536,3400
16/06/2017_18:00,,5,18,16,6,2017,56,34501,15631,0,361,7964,4151,437,2240
16/06/2017_19:00,,5,19,16,6,2017,55.78,33292,15326,0,360,7974,4300,408,1190
16/06/2017_20:00,,5,20,16,6,2017,40.96,32111,15195,0,356,7972,4114,352,415
16/06/2017_21:00,,5,21,16,6,2017,43.94,30904,15140,0,105,7975,4018,300,22
16/06/2017_22:00,,5,22,16,6,2017,35.96,30101,14684,0,109,7972,3995,183,0
16/06/2017_23:00,,5,23,16,6,2017,45.01,27284,11262,0,445,7973,4190,171,0
17/06/2017_00:00,,6,0,17,6,2017,39.93,24511,8282,0,431,7975,4455,151,0
17/06/2017_01:00,,6,1,17,6,2017,40,22766,7174,0,428,7979,4358,110,0
17/06/2017_02:00,,6,2,17,6,2017,36.93,22190,7155,0,430,7933,4637,109,0
17/06/2017_03:00,,6,3,17,6,2017,33.42,21577,7391,0,428,7921,4511,109,0
17/06/2017_04:00,,6,4,17,6,2017,32.84,20992,7184,0,541,7983,3871,108,0
17/06/2017_05:00,,6,5,17,6,2017,32.72,20686,7122,0,548,8020,3730,141,30
17/06/2017_06:00,,6,6,17,6,2017,33.42,22344,6978,0,558,8035,3618,179,373
17/06/2017_07:00,,6,7,17,6,2017,31.98,25652,8687,0,597,8038,3393,231,1690
17/06/2017_08:00,,6,8,17,6,2017,45.13,28967,10062,0,314,8040,3266,371,3020
17/06/2017_09:00,,6,9,17,6,2017,58,31484,11275,0,214,8051,3127,487,4540
17/06/2017_10:00,,6,10,17,6,2017,55.97,32344,11471,0,0,8060,2982,455,5870
17/06/2017_11:00,,6,11,17,6,2017,48.39,32788,10990,0,3,8054,3016,434,6980
17/06/2017_12:00,,6,12,17,6,2017,38.12,32943,10799,0,289,8073,3083,228,7660
17/06/2017_13:00,,6,13,17,6,2017,31.48,32282,10291,0,365,8065,3209,161,7850
17/06/2017_14:00,,6,14,17,6,2017,30.93,31319,9928,0,266,8058,3402,160,7550
17/06/2017_15:00,,6,15,17,6,2017,30.91,30617,9784,0,286,8047,3251,165,6870
17/06/2017_16:00,,6,16,17,6,2017,31.95,30478,10246,0,263,8061,3264,206,5780
17/06/2017_17:00,,6,17,17,6,2017,34,31300,11188,0,292,8056,3399,296,4390
17/06/2017_18:00,,6,18,17,6,2017,44.18,31359,12459,0,301,8059,3125,476,2940
17/06/2017_19:00,,6,19,17,6,2017,43.39,30754,12740,0,353,8065,2798,483,1610
17/06/2017_20:00,,6,20,17,6,2017,36.97,29744,12738,0,425,8070,2526,409,611
17/06/2017_21:00,,6,21,17,6,2017,44.65,28840,12703,0,420,8074,2377,292,41
17/06/2017_22:00,,6,22,17,6,2017,38.33,28839,12924,0,514,8068,2464,211,0
17/06/2017_23:00,,6,23,17,6,2017,45.91,26650,11321,0,677,8066,2324,198,0
18/06/2017_00:00,,0,0,18,6,2017,37.96,24026,9736,0,433,8064,2313,153,0
18/06/2017_01:00,,0,1,18,6,2017,33.6,22527,8465,0,511,8059,2338,131,0
18/06/2017_02:00,,0,2,18,6,2017,35.92,21618,8377,0,530,8068,2164,118,0
18/06/2017_03:00,,0,3,18,6,2017,34.91,21028,8866,0,430,8066,2046,100,0
18/06/2017_04:00,,0,4,18,6,2017,33.91,20467,9237,0,429,8078,2079,100,0
18/06/2017_05:00,,0,5,18,6,2017,33.01,19895,8741,0,430,8070,2194,132,32
18/06/2017_06:00,,0,6,18,6,2017,33.95,20726,8786,0,429,8060,2083,161,411
18/06/2017_07:00,,0,7,18,6,2017,33.92,22413,8566,0,285,8062,1919,199,1271
18/06/2017_08:00,,0,8,18,6,2017,32.35,25822,8704,0,496,8052,1861,317,2990
18/06/2017_09:00,,0,9,18,6,2017,42.62,28698,9814,0,586,8028,1789,308,4460
18/06/2017_10:00,,0,10,18,6,2017,47.2,30700,10118,0,549,8040,1823,331,5940
18/06/2017_11:00,,0,11,18,6,2017,45,31576,10106,0,439,8011,1951,309,7050
18/06/2017_12:00,,0,12,18,6,2017,42,31902,9925,0,666,8048,1959,272,7610
18/06/2017_13:00,,0,13,18,6,2017,33.09,31679,10023,0,616,8048,1921,266,7620
18/06/2017_14:00,,0,14,18,6,2017,30.99,31101,9940,0,626,8034,1964,207,7410
18/06/2017_15:00,,0,15,18,6,2017,25.41,30682,10043,0,672,8033,1927,207,6910
18/06/2017_16:00,,0,16,18,6,2017,33.42,30754,10966,0,815,8025,1794,222,5730
18/06/2017_17:00,,0,17,18,6,2017,41.34,31053,11758,0,686,8028,1663,406,4540
18/06/2017_18:00,,0,18,18,6,2017,50.06,31118,12896,0,599,8022,1464,532,3100
18/06/2017_19:00,,0,19,18,6,2017,53.07,31172,13341,0,902,8025,1238,513,1820
18/06/2017_20:00,,0,20,18,6,2017,50.88,30506,13519,0,728,8028,1040,454,757
18/06/2017_21:00,,0,21,18,6,2017,67.33,29798,13313,0,673,8031,804,376,126
18/06/2017_22:00,,0,22,18,6,2017,39.9,29534,13372,0,926,8034,737,337,0
18/06/2017_23:00,,0,23,18,6,2017,35.62,26711,12606,0,1090,8041,701,189,0
19/06/2017_00:00,,1,0,19,6,2017,32.59,23931,11467,0,772,8043,681,166,0
19/06/2017_01:00,,1,1,19,6,2017,34.21,22854,11317,0,429,8043,622,136,0
19/06/2017_02:00,,1,2,19,6,2017,32.96,22394,11464,0,429,8035,542,95,0
19/06/2017_03:00,,1,3,19,6,2017,32,22214,11379,0,429,8042,504,93,0
19/06/2017_04:00,,1,4,19,6,2017,29.99,22020,11277,0,428,8035,498,93,0
19/06/2017_05:00,,1,5,19,6,2017,31.09,22132,10774,0,545,8038,524,125,32
19/06/2017_06:00,,1,6,19,6,2017,44.27,25586,13635,0,652,8036,543,178,416
19/06/2017_07:00,,1,7,19,6,2017,36.97,31916,16884,0,1323,8027,528,258,1670
19/06/2017_08:00,,1,8,19,6,2017,48.8,35430,17859,0,1899,8029,627,501,2940
19/06/2017_09:00,,1,9,19,6,2017,54.7,37164,18025,0,1940,8030,870,504,4470
19/06/2017_10:00,,1,10,19,6,2017,40.42,37998,17563,0,1945,8033,1165,491,5950
19/06/2017_11:00,,1,11,19,6,2017,38,38739,17354,0,1854,8047,1284,408,6850
19/06/2017_12:00,,1,12,19,6,2017,34.09,39326,17134,0,2043,8050,1279,407,7470
19/06/2017_13:00,,1,13,19,6,2017,32.36,39088,17070,0,1743,8049,1424,414,7550
19/06/2017_14:00,,1,14,19,6,2017,32.36,38713,17034,0,1610,8035,1628,263,7260
19/06/2017_15:00,,1,15,19,6,2017,31.72,38176,17030,0,1712,8028,1851,327,6600
19/06/2017_16:00,,1,16,19,6,2017,35.2,38437,17718,0,1736,8029,1956,584,5440
19/06/2017_17:00,,1,17,19,6,2017,40.73,38604,17930,0,1864,8015,1891,675,4230
19/06/2017_18:00,,1,18,19,6,2017,54.9,37447,18024,0,1727,8021,1991,689,2830
19/06/2017_19:00,,1,19,19,6,2017,57.94,36200,18218,0,2003,8025,2017,596,1560
19/06/2017_20:00,,1,20,19,6,2017,45.71,34711,18080,0,2075,8025,2047,503,708
19/06/2017_21:00,,1,21,19,6,2017,50.15,33377,17921,0,1454,8020,2100,429,114
19/06/2017_22:00,,1,22,19,6,2017,29.85,32560,17775,0,1303,8023,1940,178,0
19/06/2017_23:00,,1,23,19,6,2017,35.35,29337,15671,0,1032,8036,1743,247,0
20/06/2017_00:00,,2,0,20,6,2017,30.02,26558,13521,0,964,8051,1727,245,0
20/06/2017_01:00,,2,1,20,6,2017,31.1,24978,12443,0,736,8046,1752,191,0
20/06/2017_02:00,,2,2,20,6,2017,32.06,24042,11814,0,446,8037,1673,191,0
20/06/2017_03:00,,2,3,20,6,2017,28.7,23962,12102,0,238,8033,1635,192,0
20/06/2017_04:00,,2,4,20,6,2017,28,23469,12014,0,231,8040,1484,179,0
20/06/2017_05:00,,2,5,20,6,2017,32.8,23555,12187,0,468,8040,1445,173,28
20/06/2017_06:00,,2,6,20,6,2017,39.63,26880,13751,0,741,8040,1350,216,338
20/06/2017_07:00,,2,7,20,6,2017,38.71,32587,17651,0,800,8030,1322,180,1300
20/06/2017_08:00,,2,8,20,6,2017,48.98,35752,19039,0,941,8020,1189,386,2330
20/06/2017_09:00,,2,9,20,6,2017,48.98,37248,19388,0,1152,8023,1232,390,3430
20/06/2017_10:00,,2,10,20,6,2017,40.7,37657,18926,0,1101,8031,1429,275,4770
20/06/2017_11:00,,2,11,20,6,2017,38.22,38413,18476,0,1322,8024,1556,228,5890
20/06/2017_12:00,,2,12,20,6,2017,38.55,39048,18486,0,1410,8029,1578,171,6750
20/06/2017_13:00,,2,13,20,6,2017,33.44,38729,18909,0,1410,8036,1646,136,6990
20/06/2017_14:00,,2,14,20,6,2017,32.55,38310,18916,0,1142,8030,1744,135,6760
20/06/2017_15:00,,2,15,20,6,2017,33.5,38423,18812,0,914,8026,2015,204,6740
20/06/2017_16:00,,2,16,20,6,2017,47.68,38933,18981,0,1134,8016,2192,343,5750
20/06/2017_17:00,,2,17,20,6,2017,59.91,38900,19260,0,1136,8019,2430,437,4410
20/06/2017_18:00,,2,18,20,6,2017,56.44,37574,19382,0,1135,8016,2927,410,2940
20/06/2017_19:00,,2,19,20,6,2017,58.5,36136,18354,0,1049,8009,3466,401,1590
20/06/2017_20:00,,2,20,20,6,2017,46.14,34718,18019,0,831,8009,3741,358,692
20/06/2017_21:00,,2,21,20,6,2017,43.1,33198,17784,0,636,8010,3931,221,124
20/06/2017_22:00,,2,22,20,6,2017,35.93,32195,17731,0,696,8014,3808,183,0
20/06/2017_23:00,,2,23,20,6,2017,35.47,28916,13891,0,656,8018,4259,129,0
21/06/2017_00:00,,3,0,21,6,2017,34.49,25933,10661,0,534,8027,4811,133,0
21/06/2017_01:00,,3,1,21,6,2017,33.47,24523,9679,0,544,8027,4688,66,0
21/06/2017_02:00,,3,2,21,6,2017,32.54,23949,9926,0,689,8032,4407,62,0
21/06/2017_03:00,,3,3,21,6,2017,30.72,23519,9556,0,779,8030,4452,61,0
21/06/2017_04:00,,3,4,21,6,2017,30.21,23082,9443,0,594,8031,4733,61,0
21/06/2017_05:00,,3,5,21,6,2017,33.42,23108,10167,0,544,8032,4684,61,27
21/06/2017_06:00,,3,6,21,6,2017,37.99,26604,12316,0,629,8037,4532,77,345
21/06/2017_07:00,,3,7,21,6,2017,38.39,32728,16727,0,723,8034,3987,276,1360
21/06/2017_08:00,,3,8,21,6,2017,45.58,35916,18569,0,644,8023,3981,392,2610
21/06/2017_09:00,,3,9,21,6,2017,50,37143,18380,0,593,8012,3871,460,3930
21/06/2017_10:00,,3,10,21,6,2017,42,37949,18977,0,629,8035,3670,466,5140
21/06/2017_11:00,,3,11,21,6,2017,42.15,38824,19085,0,643,8019,3890,272,6150
21/06/2017_12:00,,3,12,21,6,2017,34.01,39023,18888,0,970,8001,3989,183,6640
21/06/2017_13:00,,3,13,21,6,2017,30.1,39097,19107,0,926,8013,3637,158,6930
21/06/2017_14:00,,3,14,21,6,2017,30.1,38897,18625,0,1090,8028,3224,179,7030
21/06/2017_15:00,,3,15,21,6,2017,32.05,39180,18726,0,1132,8032,3394,406,6430
21/06/2017_16:00,,3,16,21,6,2017,39.55,39616,18331,0,1028,8024,3681,297,5100
21/06/2017_17:00,,3,17,21,6,2017,54.05,39543,18785,0,1130,8024,3234,620,3660
21/06/2017_18:00,,3,18,21,6,2017,57.94,38621,19081,0,1127,8014,3395,638,2440
21/06/2017_19:00,,3,19,21,6,2017,55.88,37235,18456,0,1343,8022,3304,579,1390
21/06/2017_20:00,,3,20,21,6,2017,43.46,35748,18653,0,1365,8024,2910,458,579
21/06/2017_21:00,,3,21,21,6,2017,41.06,34268,18898,0,1397,8021,2860,401,120
21/06/2017_22:00,,3,22,21,6,2017,35.93,33135,18711,0,1185,8018,3213,240,0
21/06/2017_23:00,,3,23,21,6,2017,38.66,29605,15147,0,927,8023,3289,124,0
22/06/2017_00:00,,4,0,22,6,2017,34.93,26688,12847,0,576,8027,3141,119,0
22/06/2017_01:00,,4,1,22,6,2017,33.98,24985,11231,0,532,8032,3710,91,0
22/06/2017_02:00,,4,2,22,6,2017,33.47,24276,10632,0,533,8037,3704,66,0
22/06/2017_03:00,,4,3,22,6,2017,32.91,23459,9972,0,533,8045,3488,78,3
22/06/2017_04:00,,4,4,22,6,2017,31.8,23135,9717,0,531,8040,3451,60,0
22/06/2017_05:00,,4,5,22,6,2017,33.49,23268,10708,0,532,8039,3622,90,18
22/06/2017_06:00,,4,6,22,6,2017,38.82,26712,12135,0,538,8033,3645,108,287
22/06/2017_07:00,,4,7,22,6,2017,46,31945,16498,0,599,7966,3793,200,628
22/06/2017_08:00,,4,8,22,6,2017,53.95,35422,18717,0,613,7981,3797,295,1170
22/06/2017_09:00,,4,9,22,6,2017,53.34,36680,19555,0,635,7965,3701,356,1530
22/06/2017_10:00,,4,10,22,6,2017,42,37144,19634,0,745,7960,3598,304,2160
22/06/2017_11:00,,4,11,22,6,2017,36.55,37606,19362,0,908,7961,3904,261,2560
22/06/2017_12:00,,4,12,22,6,2017,34,38153,19575,0,989,7961,3559,261,3310
22/06/2017_13:00,,4,13,22,6,2017,32.07,37876,18999,0,1026,7964,3889,281,3720
22/06/2017_14:00,,4,14,22,6,2017,32.02,36694,18347,0,907,7973,4206,157,3290
22/06/2017_15:00,,4,15,22,6,2017,33,36054,17045,0,833,7983,4601,199,3200
22/06/2017_16:00,,4,16,22,6,2017,36.6,37144,17330,0,985,7974,4697,268,3350
22/06/2017_17:00,,4,17,22,6,2017,50.61,37498,18365,0,1061,7970,4466,253,2940
22/06/2017_18:00,,4,18,22,6,2017,53.99,36518,18286,0,1086,7967,3891,268,2290
22/06/2017_19:00,,4,19,22,6,2017,51,35176,17595,0,1119,7962,3680,310,1390
22/06/2017_20:00,,4,20,22,6,2017,42.33,33786,16971,0,1014,7970,3720,280,642
22/06/2017_21:00,,4,21,22,6,2017,39.87,32419,16529,0,783,7897,3555,233,92
22/06/2017_22:00,,4,22,22,6,2017,32,31348,16304,0,796,7902,3751,171,0
22/06/2017_23:00,,4,23,22,6,2017,42.47,27859,12441,0,666,7901,4182,87,0
23/06/2017_00:00,,5,0,23,6,2017,35.56,25018,9333,0,531,7902,4698,85,0
23/06/2017_01:00,,5,1,23,6,2017,34.18,23874,8628,0,455,7909,4884,67,0
23/06/2017_02:00,,5,2,23,6,2017,31.44,23043,8220,0,497,7898,4576,52,0
23/06/2017_03:00,,5,3,23,6,2017,31.08,22354,7702,0,527,7907,4929,48,0
23/06/2017_04:00,,5,4,23,6,2017,30.94,22001,6596,0,522,7912,5928,47,0
23/06/2017_05:00,,5,5,23,6,2017,30.99,21918,6817,0,525,7910,5983,58,7
23/06/2017_06:00,,5,6,23,6,2017,37.1,25249,8357,0,429,7906,6690,74,248
23/06/2017_07:00,,5,7,23,6,2017,46.75,30163,10335,0,393,7900,7251,165,866
23/06/2017_08:00,,5,8,23,6,2017,59.9,33892,12902,0,299,7912,7578,203,1700
23/06/2017_09:00,,5,9,23,6,2017,52.95,34765,13661,0,299,7912,7530,273,2280
23/06/2017_10:00,,5,10,23,6,2017,40.02,35340,14218,0,300,7896,7728,248,2920
23/06/2017_11:00,,5,11,23,6,2017,37.89,35830,14042,0,162,7791,7808,202,3580
23/06/2017_12:00,,5,12,23,6,2017,33.5,36250,13292,0,258,7704,8061,151,4190
23/06/2017_13:00,,5,13,23,6,2017,30.51,35803,13113,0,369,7711,8427,119,4020
23/06/2017_14:00,,5,14,23,6,2017,29.97,35267,12507,0,315,7904,8367,114,3790
23/06/2017_15:00,,5,15,23,6,2017,29.42,34509,12145,0,264,7933,8244,109,3410
23/06/2017_16:00,,5,16,23,6,2017,30.92,34855,13035,0,263,7946,8340,132,2720
23/06/2017_17:00,,5,17,23,6,2017,40.61,34912,13668,0,263,7940,8289,216,2020
23/06/2017_18:00,,5,18,23,6,2017,46.2,33961,13647,0,298,7932,8023,218,1300
23/06/2017_19:00,,5,19,23,6,2017,48.91,32790,13077,0,263,7932,7886,220,711
23/06/2017_20:00,,5,20,23,6,2017,36.55,31495,12615,0,148,7930,7500,225,273
23/06/2017_21:00,,5,21,23,6,2017,36.11,30378,11944,0,0,7941,7421,188,43
23/06/2017_22:00,,5,22,23,6,2017,31.42,29515,11444,0,104,7704,7297,158,0
23/06/2017_23:00,,5,23,23,6,2017,44.97,26581,8818,0,433,7703,7374,95,0
24/06/2017_00:00,,6,0,24,6,2017,39.98,24059,6728,0,431,7838,6663,83,0
24/06/2017_01:00,,6,1,24,6,2017,39.69,22338,5950,0,526,7777,6340,67,0
24/06/2017_02:00,,6,2,24,6,2017,32.28,21486,5817,0,452,7707,6440,29,0
24/06/2017_03:00,,6,3,24,6,2017,31.52,20806,5529,0,437,7746,6193,31,0
24/06/2017_04:00,,6,4,24,6,2017,30.96,20627,5802,0,466,7824,6214,32,0
24/06/2017_05:00,,6,5,24,6,2017,30.86,20326,6115,0,504,7928,5808,47,10
24/06/2017_06:00,,6,6,24,6,2017,35.41,22013,6985,0,462,7926,5659,48,215
24/06/2017_07:00,,6,7,24,6,2017,32.28,24860,7049,0,290,7944,5589,95,871
24/06/2017_08:00,,6,8,24,6,2017,59.31,28168,9026,0,299,7942,5969,187,1640
24/06/2017_09:00,,6,9,24,6,2017,57.98,30530,10434,0,323,7750,6033,245,2220
24/06/2017_10:00,,6,10,24,6,2017,52.84,31721,11094,0,332,7745,5808,252,3070
24/06/2017_11:00,,6,11,24,6,2017,41.95,32153,11185,0,559,7733,6028,209,3480
24/06/2017_12:00,,6,12,24,6,2017,34.57,31880,10072,0,572,7727,6411,179,3890
24/06/2017_13:00,,6,13,24,6,2017,30.23,31168,9630,0,495,7733,6612,131,4180
24/06/2017_14:00,,6,14,24,6,2017,29.46,30660,8319,0,272,7729,6641,93,4650
24/06/2017_15:00,,6,15,24,6,2017,28.97,29203,8243,0,273,7738,6801,85,3430
24/06/2017_16:00,,6,16,24,6,2017,29.99,30075,8423,0,273,7713,7095,83,3720
24/06/2017_17:00,,6,17,24,6,2017,33.36,31144,9653,0,273,7693,6968,137,3150
24/06/2017_18:00,,6,18,24,6,2017,41.24,30732,10313,0,311,7690,6652,261,1970
24/06/2017_19:00,,6,19,24,6,2017,53.91,30017,10394,0,344,7685,6427,261,1160
24/06/2017_20:00,,6,20,24,6,2017,47.75,29078,10221,0,272,7688,6430,233,642
24/06/2017_21:00,,6,21,24,6,2017,41,27906,9974,0,298,7677,6030,153,80
24/06/2017_22:00,,6,22,24,6,2017,36.02,27745,9794,0,611,7693,5912,135,0
24/06/2017_23:00,,6,23,24,6,2017,42.9,25661,8228,0,998,7693,5784,132,0
25/06/2017_00:00,,0,0,25,6,2017,38,23170,6190,0,706,7878,5596,94,0
25/06/2017_01:00,,0,1,25,6,2017,34.95,21603,5574,0,672,7934,5000,76,0
25/06/2017_02:00,,0,2,25,6,2017,27.25,20691,5326,0,661,7949,4988,58,0
25/06/2017_03:00,,0,3,25,6,2017,31,20276,5500,0,672,7822,5228,50,0
25/06/2017_04:00,,0,4,25,6,2017,29.99,19862,5676,0,776,7704,5504,51,0
25/06/2017_05:00,,0,5,25,6,2017,27.1,19328,5520,0,702,7752,5287,61,14
25/06/2017_06:00,,0,6,25,6,2017,33.95,20242,5652,0,651,7931,5343,61,229
25/06/2017_07:00,,0,7,25,6,2017,32.9,21987,6419,0,510,7924,5057,68,817
25/06/2017_08:00,,0,8,25,6,2017,34.99,24637,7900,0,326,7926,4955,95,1600
25/06/2017_09:00,,0,9,25,6,2017,33.97,27476,8543,0,372,7928,5122,248,2210
25/06/2017_10:00,,0,10,25,6,2017,40.42,29344,9357,0,520,7928,5178,238,2950
25/06/2017_11:00,,0,11,25,6,2017,45.14,30555,9901,0,448,7945,5345,234,3790
25/06/2017_12:00,,0,12,25,6,2017,33.5,31565,9812,0,576,7918,5207,207,4990
25/06/2017_13:00,,0,13,25,6,2017,34.66,31252,9715,0,650,7919,5388,136,4860
25/06/2017_14:00,,0,14,25,6,2017,31.96,30913,9148,0,887,7916,5512,126,4740
25/06/2017_15:00,,0,15,25,6,2017,35,29871,8961,0,788,7922,5845,160,3740
25/06/2017_16:00,,0,16,25,6,2017,50,30269,9429,0,869,7924,6101,157,3040
25/06/2017_17:00,,0,17,25,6,2017,46.54,31563,10694,0,692,7930,6324,146,2910
25/06/2017_18:00,,0,18,25,6,2017,50,31359,11531,0,574,7929,6278,127,2140
25/06/2017_19:00,,0,19,25,6,2017,54.6,30752,11852,0,590,7920,5802,132,1410
25/06/2017_20:00,,0,20,25,6,2017,50,29619,12322,0,487,7910,5292,98,574
25/06/2017_21:00,,0,21,25,6,2017,52.02,28840,12553,0,553,7757,4767,169,102
25/06/2017_22:00,,0,22,25,6,2017,44.3,28378,12390,0,494,7693,4283,209,0
25/06/2017_23:00,,0,23,25,6,2017,54.25,25673,11678,0,686,7749,3941,83,0
26/06/2017_00:00,,1,0,26,6,2017,37.03,22928,10710,0,539,7909,3347,64,0
26/06/2017_01:00,,1,1,26,6,2017,31.94,21561,9894,0,536,7917,3216,46,0
26/06/2017_02:00,,1,2,26,6,2017,23.34,21124,9921,0,530,7922,2632,45,0
26/06/2017_03:00,,1,3,26,6,2017,23.02,20778,10128,0,458,7742,2289,45,0
26/06/2017_04:00,,1,4,26,6,2017,23.74,20654,9765,0,458,7698,2099,45,0
26/06/2017_05:00,,1,5,26,6,2017,32.12,20976,10650,0,517,7763,1795,60,22
26/06/2017_06:00,,1,6,26,6,2017,38.39,24977,12297,0,881,7918,1523,90,464
26/06/2017_07:00,,1,7,26,6,2017,36.69,30607,15209,0,1436,7920,1008,120,1380
26/06/2017_08:00,,1,8,26,6,2017,38.14,34118,17349,0,2166,7916,613,323,2650
26/06/2017_09:00,,1,9,26,6,2017,37.77,35165,17228,0,1822,7921,524,355,4180
26/06/2017_10:00,,1,10,26,6,2017,40.17,36062,17369,0,1482,7912,498,353,5510
26/06/2017_11:00,,1,11,26,6,2017,39.6,36542,17502,0,1746,7873,487,320,5790
26/06/2017_12:00,,1,12,26,6,2017,38.35,36715,17666,0,1918,7705,472,281,5860
26/06/2017_13:00,,1,13,26,6,2017,38.13,36432,17987,0,2255,7703,477,240,5960
26/06/2017_14:00,,1,14,26,6,2017,34.93,36046,17264,0,2155,7894,511,202,5750
26/06/2017_15:00,,1,15,26,6,2017,34.51,36140,16945,0,2221,7919,573,192,5570
26/06/2017_16:00,,1,16,26,6,2017,37.93,36710,18075,0,2188,7949,609,278,4450
26/06/2017_17:00,,1,17,26,6,2017,50.07,36846,18946,0,2278,7957,717,358,2940
26/06/2017_18:00,,1,18,26,6,2017,58,36064,19012,0,2118,7980,884,393,1950
26/06/2017_19:00,,1,19,26,6,2017,55.09,34894,18476,0,1932,7985,1036,368,1110
26/06/2017_20:00,,1,20,26,6,2017,44.04,33281,18017,0,1600,7977,1138,312,362
26/06/2017_21:00,,1,21,26,6,2017,47.63,31982,17328,0,1319,7969,1258,275,40
26/06/2017_22:00,,1,22,26,6,2017,40,30744,16000,0,1267,7980,1500,230,0
26/06/2017_23:00,,1,23,26,6,2017,51.5,26874,12841,0,756,7978,1732,102,0
27/06/2017_00:00,,2,0,27,6,2017,35.96,24170,10474,0,622,7983,1996,96,0
27/06/2017_01:00,,2,1,27,6,2017,36.47,22904,9790,0,536,7983,2469,94,0
27/06/2017_02:00,,2,2,27,6,2017,33.57,22426,9061,0,530,7983,3031,94,0
27/06/2017_03:00,,2,3,27,6,2017,33.31,21920,8688,0,539,7982,3591,94,0
27/06/2017_04:00,,2,4,27,6,2017,32.96,21979,8931,0,540,7990,3875,97,0
27/06/2017_05:00,,2,5,27,6,2017,34.14,22580,9244,0,611,7999,4207,97,4
27/06/2017_06:00,,2,6,27,6,2017,44.5,26133,10553,0,615,8006,4553,96,119
27/06/2017_07:00,,2,7,27,6,2017,46.53,31519,15083,0,1213,8002,4656,171,570
27/06/2017_08:00,,2,8,27,6,2017,53.37,34627,16714,0,1228,8005,4863,345,934
27/06/2017_09:00,,2,9,27,6,2017,57.91,36055,17358,0,1149,8004,5306,362,1570
27/06/2017_10:00,,2,10,27,6,2017,44.98,36463,17658,0,1172,8019,5480,327,2090
27/06/2017_11:00,,2,11,27,6,2017,43.58,36813,17779,0,905,8017,5643,278,2420
27/06/2017_12:00,,2,12,27,6,2017,40.93,36936,17555,0,1162,8012,6025,238,2700
27/06/2017_13:00,,2,13,27,6,2017,34.1,36756,17599,0,1166,8007,5941,194,2810
27/06/2017_14:00,,2,14,27,6,2017,32.63,36714,17721,0,1116,8016,5872,195,2730
27/06/2017_15:00,,2,15,27,6,2017,31.85,36280,17737,0,1247,8031,5553,203,2290
27/06/2017_16:00,,2,16,27,6,2017,31.91,37580,17833,0,1326,8029,5350,331,1960
27/06/2017_17:00,,2,17,27,6,2017,36.1,38346,18261,0,1496,8028,4850,422,1240
27/06/2017_18:00,,2,18,27,6,2017,38.87,37619,18171,0,1601,8042,4670,424,661
27/06/2017_19:00,,2,19,27,6,2017,35.95,36398,17865,0,1551,7830,4606,367,365
27/06/2017_20:00,,2,20,27,6,2017,35.66,34793,17190,0,1301,7830,4455,364,161
27/06/2017_21:00,,2,21,27,6,2017,46.66,33479,16635,0,1109,7829,4326,151,26
27/06/2017_22:00,,2,22,27,6,2017,39,31393,14988,0,1068,7828,4266,150,0
27/06/2017_23:00,,2,23,27,6,2017,36.63,27551,11080,0,982,7846,4187,114,0
28/06/2017_00:00,,3,0,28,6,2017,32.98,24690,9177,0,534,7874,4356,95,0
28/06/2017_01:00,,3,1,28,6,2017,33.91,23551,8372,0,530,7877,4270,95,0
28/06/2017_02:00,,3,2,28,6,2017,32.65,23079,8223,0,529,7869,4532,96,0
28/06/2017_03:00,,3,3,28,6,2017,32.34,22460,7661,0,529,7863,4613,95,0
28/06/2017_04:00,,3,4,28,6,2017,32.48,22423,7835,0,529,7863,4626,89,0
