date,price_sterling,,
02/07/2018,44,0,
02/07/2018,38.5,1,
02/07/2018,41.2,2,
02/07/2018,44,3,
02/07/2018,43.9,4,
02/07/2018,45.21,5,
02/07/2018,52,6,
02/07/2018,49.81,7,
02/07/2018,55,8,
02/07/2018,58.16,9,
02/07/2018,59.9,10,
02/07/2018,59,11,
02/07/2018,56.4,12,
02/07/2018,52.27,13,
02/07/2018,54.2,14,
02/07/2018,55.6,15,
02/07/2018,58,16,
02/07/2018,65,17,
02/07/2018,66.3,18,
02/07/2018,70,19,
02/07/2018,51.1,20,
02/07/2018,49.78,21,
02/07/2018,46.48,22,
03/07/2018,55.01,23,
03/07/2018,46.9,0,
03/07/2018,46,1,
03/07/2018,44.32,2,
03/07/2018,45.99,3,
03/07/2018,45,4,
03/07/2018,45.85,5,
03/07/2018,52.93,6,
03/07/2018,56.09,7,
03/07/2018,57.09,8,
03/07/2018,57.06,9,
03/07/2018,57.1,10,
03/07/2018,56.89,11,
03/07/2018,56.66,12,
03/07/2018,56.2,13,
03/07/2018,56.09,14,
03/07/2018,57.87,15,
03/07/2018,69.7,16,
03/07/2018,70.9,17,
03/07/2018,73.77,18,
03/07/2018,70,19,
03/07/2018,62,20,
03/07/2018,58.9,21,
03/07/2018,55.69,22,
04/07/2018,54.01,23,
04/07/2018,48.42,0,
04/07/2018,47,1,
04/07/2018,45.98,2,
04/07/2018,45.85,3,
04/07/2018,45.88,4,
04/07/2018,47.86,5,
04/07/2018,55.01,6,
04/07/2018,56.66,7,
04/07/2018,63.76,8,
04/07/2018,66.71,9,
04/07/2018,63.76,10,
04/07/2018,65,11,
04/07/2018,64.87,12,
04/07/2018,64.5,13,
04/07/2018,61.5,14,
04/07/2018,63.67,15,
04/07/2018,73.78,16,
04/07/2018,71,17,
04/07/2018,74.9,18,
04/07/2018,69,19,
04/07/2018,62.07,20,
04/07/2018,58,21,
04/07/2018,53.07,22,
05/07/2018,63.93,23,
05/07/2018,49.68,0,
05/07/2018,45.79,1,
05/07/2018,45.32,2,
05/07/2018,42.96,3,
05/07/2018,42.94,4,
05/07/2018,47,5,
05/07/2018,52.39,6,
05/07/2018,55.57,7,
05/07/2018,60,8,
05/07/2018,62,9,
05/07/2018,56,10,
05/07/2018,55.79,11,
05/07/2018,55.59,12,
05/07/2018,53,13,
05/07/2018,50.22,14,
05/07/2018,50,15,
05/07/2018,67,16,
05/07/2018,72.8,17,
05/07/2018,75.05,18,
05/07/2018,68.96,19,
05/07/2018,56,20,
05/07/2018,58,21,
05/07/2018,56.19,22,
06/07/2018,58.08,23,
06/07/2018,48.49,0,
06/07/2018,46.98,1,
06/07/2018,46.6,2,
06/07/2018,46.05,3,
06/07/2018,45.01,4,
06/07/2018,46.6,5,
06/07/2018,54,6,
06/07/2018,51.47,7,
06/07/2018,62.1,8,
06/07/2018,65.2,9,
06/07/2018,56,10,
06/07/2018,54.69,11,
06/07/2018,50,12,
06/07/2018,52.54,13,
06/07/2018,50,14,
06/07/2018,47.91,15,
06/07/2018,60,16,
06/07/2018,66.1,17,
06/07/2018,71.91,18,
06/07/2018,66.09,19,
06/07/2018,59.4,20,
06/07/2018,60,21,
06/07/2018,51.81,22,
07/07/2018,66,23,
07/07/2018,49.95,0,
07/07/2018,48.08,1,
07/07/2018,47.1,2,
07/07/2018,47.99,3,
07/07/2018,46.93,4,
07/07/2018,46.94,5,
07/07/2018,48.11,6,
07/07/2018,50.41,7,
07/07/2018,60,8,
07/07/2018,68,9,
07/07/2018,58,10,
07/07/2018,48.92,11,
07/07/2018,48,12,
07/07/2018,48.76,13,
07/07/2018,46.62,14,
07/07/2018,47.02,15,
07/07/2018,48.6,16,
07/07/2018,65,17,
07/07/2018,77.93,18,
07/07/2018,74.46,19,
07/07/2018,68.1,20,
07/07/2018,67.98,21,
07/07/2018,62,22,
08/07/2018,67.01,23,
08/07/2018,50.42,0,
08/07/2018,50,1,
08/07/2018,46.7,2,
08/07/2018,48,3,
08/07/2018,47.92,4,
08/07/2018,45,5,
08/07/2018,47,6,
08/07/2018,46,7,
08/07/2018,48,8,
08/07/2018,50,9,
08/07/2018,55,10,
08/07/2018,57,11,
08/07/2018,59.7,12,
08/07/2018,55,13,
08/07/2018,49,14,
08/07/2018,45.11,15,
08/07/2018,55.4,16,
08/07/2018,54,17,
08/07/2018,71.96,18,
08/07/2018,73.29,19,
08/07/2018,75,20,
08/07/2018,74.8,21,
08/07/2018,64,22,
09/07/2018,64.84,23,
09/07/2018,53.6,0,
09/07/2018,51.94,1,
09/07/2018,48.9,2,
09/07/2018,48.56,3,
09/07/2018,48.36,4,
09/07/2018,48.69,5,
09/07/2018,56,6,
09/07/2018,49.91,7,
09/07/2018,66.8,8,
09/07/2018,72,9,
09/07/2018,62,10,
09/07/2018,64.8,11,
09/07/2018,66,12,
09/07/2018,56.8,13,
09/07/2018,52.8,14,
09/07/2018,53.7,15,
09/07/2018,62,16,
09/07/2018,73.4,17,
09/07/2018,75.1,18,
09/07/2018,66,19,
09/07/2018,52.44,20,
09/07/2018,56.7,21,
09/07/2018,50,22,
10/07/2018,55.3,23,
10/07/2018,48.8,0,
10/07/2018,48.12,1,
10/07/2018,46.47,2,
10/07/2018,45.03,3,
10/07/2018,42.15,4,
10/07/2018,46.03,5,
10/07/2018,51.44,6,
10/07/2018,53.06,7,
10/07/2018,57.99,8,
10/07/2018,69.26,9,
10/07/2018,56.92,10,
10/07/2018,56.04,11,
10/07/2018,59.97,12,
10/07/2018,51.98,13,
10/07/2018,50.16,14,
10/07/2018,49.45,15,
10/07/2018,62.7,16,
10/07/2018,73.46,17,
10/07/2018,71.93,18,
10/07/2018,68.91,19,
10/07/2018,55.04,20,
10/07/2018,60,21,
10/07/2018,49.05,22,
11/07/2018,58,23,
11/07/2018,47.03,0,
11/07/2018,44.93,1,
11/07/2018,44.95,2,
11/07/2018,46.83,3,
11/07/2018,47.52,4,
11/07/2018,47.53,5,
11/07/2018,63.2,6,
11/07/2018,52.46,7,
11/07/2018,58.8,8,
11/07/2018,68.9,9,
11/07/2018,56,10,
11/07/2018,56,11,
11/07/2018,57,12,
11/07/2018,52,13,
11/07/2018,50,14,
11/07/2018,51,15,
11/07/2018,70.2,16,
11/07/2018,79.96,17,
11/07/2018,77.93,18,
11/07/2018,72,19,
11/07/2018,65,20,
11/07/2018,61.4,21,
11/07/2018,47.3,22,
12/07/2018,56.3,23,
12/07/2018,46.94,0,
12/07/2018,46.5,1,
12/07/2018,48,2,
12/07/2018,46.5,3,
12/07/2018,46.55,4,
12/07/2018,46.5,5,
12/07/2018,52.78,6,
12/07/2018,63,7,
12/07/2018,73.99,8,
12/07/2018,70,9,
12/07/2018,60,10,
12/07/2018,53.5,11,
12/07/2018,58.8,12,
12/07/2018,51,13,
12/07/2018,50.76,14,
12/07/2018,50.4,15,
12/07/2018,70.99,16,
12/07/2018,79.91,17,
12/07/2018,75.06,18,
12/07/2018,68.8,19,
12/07/2018,59.8,20,
12/07/2018,62,21,
12/07/2018,49.03,22,
13/07/2018,64,23,
13/07/2018,47.93,0,
13/07/2018,47.4,1,
13/07/2018,47,2,
13/07/2018,46.94,3,
13/07/2018,47,4,
13/07/2018,47.17,5,
13/07/2018,52.55,6,
13/07/2018,52.82,7,
13/07/2018,73.97,8,
13/07/2018,76.4,9,
13/07/2018,67,10,
13/07/2018,62.8,11,
13/07/2018,62.02,12,
13/07/2018,50,13,
13/07/2018,48.07,14,
13/07/2018,48.24,15,
13/07/2018,55.64,16,
13/07/2018,72.7,17,
13/07/2018,72.73,18,
13/07/2018,67.73,19,
13/07/2018,52,20,
13/07/2018,57.09,21,
13/07/2018,54.4,22,
14/07/2018,66.09,23,
14/07/2018,48.91,0,
14/07/2018,49.3,1,
14/07/2018,47.97,2,
14/07/2018,47.8,3,
14/07/2018,46.93,4,
14/07/2018,43,5,
14/07/2018,44,6,
14/07/2018,50.03,7,
14/07/2018,68,8,
14/07/2018,74.38,9,
14/07/2018,62.94,10,
14/07/2018,50,11,
14/07/2018,46.58,12,
14/07/2018,46.3,13,
14/07/2018,44.5,14,
14/07/2018,46.03,15,
14/07/2018,46.3,16,
14/07/2018,62,17,
14/07/2018,70.07,18,
14/07/2018,73.91,19,
14/07/2018,71.5,20,
14/07/2018,70.31,21,
14/07/2018,61,22,
15/07/2018,60,23,
15/07/2018,53.55,0,
15/07/2018,48,1,
15/07/2018,46.95,2,
15/07/2018,46.98,3,
15/07/2018,46.95,4,
15/07/2018,46,5,
15/07/2018,47.96,6,
15/07/2018,47.91,7,
15/07/2018,52.13,8,
15/07/2018,53,9,
15/07/2018,56,10,
15/07/2018,54,11,
15/07/2018,60,12,
15/07/2018,50,13,
15/07/2018,46.58,14,
15/07/2018,50,15,
15/07/2018,52.8,16,
15/07/2018,56.8,17,
15/07/2018,75,18,
15/07/2018,75,19,
15/07/2018,76.91,20,
15/07/2018,76.92,21,
15/07/2018,59,22,
16/07/2018,55.6,23,
16/07/2018,49.5,0,
16/07/2018,47.93,1,
16/07/2018,47,2,
16/07/2018,47,3,
16/07/2018,47.5,4,
16/07/2018,48.92,5,
16/07/2018,53,6,
16/07/2018,54.19,7,
16/07/2018,72,8,
16/07/2018,74.96,9,
16/07/2018,64,10,
16/07/2018,65,11,
16/07/2018,65,12,
16/07/2018,54,13,
16/07/2018,50.55,14,
16/07/2018,58,15,
16/07/2018,72,16,
16/07/2018,78.99,17,
16/07/2018,78,18,
16/07/2018,77.9,19,
16/07/2018,72,20,
16/07/2018,67,21,
16/07/2018,50,22,
17/07/2018,68,23,
17/07/2018,49.96,0,
17/07/2018,48.51,1,
17/07/2018,47.96,2,
17/07/2018,47.48,3,
17/07/2018,47.42,4,
17/07/2018,47.75,5,
17/07/2018,52.95,6,
17/07/2018,54.05,7,
17/07/2018,70.98,8,
17/07/2018,75,9,
17/07/2018,60,10,
17/07/2018,62.1,11,
17/07/2018,60,12,
17/07/2018,52.11,13,
17/07/2018,50.9,14,
17/07/2018,51.6,15,
17/07/2018,64,16,
17/07/2018,76.1,17,
17/07/2018,74,18,
17/07/2018,77.9,19,
17/07/2018,69.9,20,
17/07/2018,59.3,21,
17/07/2018,52.01,22,
18/07/2018,64,23,
18/07/2018,47.93,0,
18/07/2018,47.08,1,
18/07/2018,46.43,2,
18/07/2018,45.9,3,
18/07/2018,46.4,4,
18/07/2018,46.57,5,
18/07/2018,53.07,6,
18/07/2018,54,7,
18/07/2018,65,8,
18/07/2018,66,9,
18/07/2018,60,10,
18/07/2018,61.2,11,
18/07/2018,62,12,
18/07/2018,56.21,13,
18/07/2018,53.93,14,
18/07/2018,58.5,15,
18/07/2018,71.93,16,
18/07/2018,79.95,17,
18/07/2018,79.93,18,
18/07/2018,74.6,19,
18/07/2018,66,20,
18/07/2018,64,21,
18/07/2018,55,22,
19/07/2018,61.2,23,
19/07/2018,48.58,0,
19/07/2018,47,1,
19/07/2018,46.8,2,
19/07/2018,46.79,3,
19/07/2018,46.8,4,
19/07/2018,47.07,5,
19/07/2018,51.76,6,
19/07/2018,56,7,
19/07/2018,73,8,
19/07/2018,75.7,9,
19/07/2018,64.2,10,
19/07/2018,62,11,
19/07/2018,61.9,12,
19/07/2018,56,13,
19/07/2018,50.47,14,
19/07/2018,52.5,15,
19/07/2018,68,16,
19/07/2018,75,17,
19/07/2018,77.5,18,
19/07/2018,70.96,19,
19/07/2018,61,20,
19/07/2018,59,21,
19/07/2018,51.05,22,
20/07/2018,60.92,23,
20/07/2018,49.91,0,
20/07/2018,48.4,1,
20/07/2018,47.8,2,
20/07/2018,47.52,3,
20/07/2018,48,4,
20/07/2018,48.27,5,
20/07/2018,53,6,
20/07/2018,53.3,7,
20/07/2018,66,8,
20/07/2018,74,9,
20/07/2018,61.3,10,
20/07/2018,58,11,
20/07/2018,58.5,12,
20/07/2018,55,13,
20/07/2018,50.8,14,
20/07/2018,56,15,
20/07/2018,65,16,
20/07/2018,79.94,17,
20/07/2018,79,18,
20/07/2018,68.86,19,
20/07/2018,59.5,20,
20/07/2018,63.8,21,
20/07/2018,52.07,22,
21/07/2018,63.04,23,
21/07/2018,50.93,0,
21/07/2018,50.2,1,
21/07/2018,48.1,2,
21/07/2018,47.9,3,
21/07/2018,47.48,4,
21/07/2018,47.09,5,
21/07/2018,46.23,6,
21/07/2018,50.07,7,
21/07/2018,64,8,
21/07/2018,70,9,
21/07/2018,65.01,10,
21/07/2018,65,11,
21/07/2018,59.12,12,
21/07/2018,48.04,13,
21/07/2018,48,14,
21/07/2018,47.54,15,
21/07/2018,49.1,16,
21/07/2018,65.06,17,
21/07/2018,73.62,18,
21/07/2018,74.91,19,
21/07/2018,71.4,20,
21/07/2018,71.97,21,
21/07/2018,62,22,
22/07/2018,63.6,23,
22/07/2018,52.38,0,
22/07/2018,54,1,
22/07/2018,48,2,
22/07/2018,46.87,3,
22/07/2018,46.9,4,
22/07/2018,45.66,5,
22/07/2018,46.48,6,
22/07/2018,46.19,7,
22/07/2018,46.33,8,
22/07/2018,54,9,
22/07/2018,53.53,10,
22/07/2018,53,11,
22/07/2018,63.49,12,
22/07/2018,53,13,
22/07/2018,46,14,
22/07/2018,47.56,15,
22/07/2018,52,16,
22/07/2018,60,17,
22/07/2018,69.9,18,
22/07/2018,74.93,19,
22/07/2018,78.7,20,
22/07/2018,76.37,21,
22/07/2018,72.99,22,
23/07/2018,58,23,
23/07/2018,48.57,0,
23/07/2018,46.23,1,
23/07/2018,47.5,2,
23/07/2018,46.94,3,
23/07/2018,46.82,4,
23/07/2018,48.39,5,
23/07/2018,54.14,6,
23/07/2018,55.04,7,
23/07/2018,58.8,8,
23/07/2018,70.1,9,
23/07/2018,64,10,
23/07/2018,60,11,
23/07/2018,61.6,12,
23/07/2018,52.96,13,
23/07/2018,50.69,14,
23/07/2018,51.26,15,
23/07/2018,69.09,16,
23/07/2018,77.8,17,
23/07/2018,74,18,
23/07/2018,68.8,19,
23/07/2018,60.45,20,
23/07/2018,59,21,
23/07/2018,52.81,22,
24/07/2018,56.9,23,
24/07/2018,48.53,0,
24/07/2018,48,1,
24/07/2018,47.49,2,
24/07/2018,47.4,3,
24/07/2018,47.57,4,
24/07/2018,49.24,5,
24/07/2018,55.7,6,
24/07/2018,57.79,7,
24/07/2018,70,8,
24/07/2018,71.98,9,
24/07/2018,61,10,
24/07/2018,59.18,11,
24/07/2018,60,12,
24/07/2018,59,13,
24/07/2018,52.99,14,
24/07/2018,53.46,15,
24/07/2018,68.2,16,
24/07/2018,75.73,17,
24/07/2018,75.73,18,
24/07/2018,71.3,19,
24/07/2018,59,20,
24/07/2018,59.4,21,
24/07/2018,52.9,22,
25/07/2018,62.99,23,
25/07/2018,50,0,
25/07/2018,48.04,1,
25/07/2018,47.42,2,
25/07/2018,46.9,3,
25/07/2018,47.02,4,
25/07/2018,50.82,5,
25/07/2018,57.43,6,
25/07/2018,59.29,7,
25/07/2018,62,8,
25/07/2018,66.11,9,
25/07/2018,59.62,10,
25/07/2018,55.58,11,
25/07/2018,57.4,12,
25/07/2018,55.12,13,
25/07/2018,54.2,14,
25/07/2018,62.28,15,
25/07/2018,70,16,
25/07/2018,75,17,
25/07/2018,76.97,18,
25/07/2018,70,19,
25/07/2018,60,20,
25/07/2018,60,21,
25/07/2018,51.66,22,
26/07/2018,58,23,
26/07/2018,50.9,0,
26/07/2018,47.52,1,
26/07/2018,46.9,2,
26/07/2018,43.57,3,
26/07/2018,43.54,4,
26/07/2018,47.6,5,
26/07/2018,52.8,6,
26/07/2018,58.34,7,
26/07/2018,60,8,
26/07/2018,65.1,9,
26/07/2018,66.33,10,
26/07/2018,66.22,11,
26/07/2018,62.46,12,
26/07/2018,62,13,
26/07/2018,58.56,14,
26/07/2018,64.61,15,
26/07/2018,70,16,
26/07/2018,68.31,17,
26/07/2018,71.49,18,
26/07/2018,69.2,19,
26/07/2018,65.7,20,
26/07/2018,73,21,
26/07/2018,62.02,22,
27/07/2018,55.03,23,
27/07/2018,49.92,0,
27/07/2018,46.99,1,
27/07/2018,46.4,2,
27/07/2018,46.29,3,
27/07/2018,46.4,4,
27/07/2018,48.07,5,
27/07/2018,55.37,6,
27/07/2018,56.77,7,
27/07/2018,65.4,8,
27/07/2018,72.3,9,
27/07/2018,70,10,
27/07/2018,65,11,
27/07/2018,60,12,
27/07/2018,59.04,13,
27/07/2018,55.06,14,
27/07/2018,58,15,
27/07/2018,68.56,16,
27/07/2018,70,17,
27/07/2018,72.9,18,
27/07/2018,66,19,
27/07/2018,59,20,
27/07/2018,68,21,
27/07/2018,55.09,22,
28/07/2018,73,23,
28/07/2018,59,0,
28/07/2018,89.99,1,
28/07/2018,59,2,
28/07/2018,47.43,3,
28/07/2018,45.98,4,
28/07/2018,44.91,5,
28/07/2018,44.17,6,
28/07/2018,46.2,7,
28/07/2018,59.64,8,
28/07/2018,65.54,9,
28/07/2018,54,10,
28/07/2018,49.59,11,
28/07/2018,42,12,
28/07/2018,38.3,13,
28/07/2018,38,14,
28/07/2018,38.54,15,
28/07/2018,41,16,
28/07/2018,45.45,17,
28/07/2018,48.4,18,
28/07/2018,54,19,
28/07/2018,60,20,
28/07/2018,70,21,
28/07/2018,56.7,22,
29/07/2018,43.26,23,
29/07/2018,38.76,0,
29/07/2018,37.72,1,
29/07/2018,36.5,2,
29/07/2018,36.75,3,
29/07/2018,36.75,4,
29/07/2018,36.4,5,
29/07/2018,35.02,6,
29/07/2018,35.07,7,
29/07/2018,35.1,8,
29/07/2018,37.94,9,
29/07/2018,50.4,10,
29/07/2018,53.9,11,
29/07/2018,56,12,
29/07/2018,51.8,13,
29/07/2018,48.3,14,
29/07/2018,50.36,15,
29/07/2018,64,16,
29/07/2018,65,17,
29/07/2018,70.01,18,
29/07/2018,70,19,
29/07/2018,73.4,20,
29/07/2018,78,21,
29/07/2018,70,22,
30/07/2018,65.01,23,
30/07/2018,57.61,0,
30/07/2018,49,1,
30/07/2018,45,2,
30/07/2018,43.95,3,
30/07/2018,47.5,4,
30/07/2018,47.97,5,
30/07/2018,53.65,6,
30/07/2018,55.27,7,
30/07/2018,56,8,
30/07/2018,63.06,9,
30/07/2018,59,10,
30/07/2018,53.07,11,
30/07/2018,53,12,
30/07/2018,50,13,
30/07/2018,50,14,
30/07/2018,51.05,15,
30/07/2018,62.07,16,
30/07/2018,78,17,
30/07/2018,79.98,18,
30/07/2018,74.37,19,
30/07/2018,65,20,
30/07/2018,65,21,
30/07/2018,52,22,
31/07/2018,54.99,23,
31/07/2018,47.6,0,
31/07/2018,47.1,1,
31/07/2018,47,2,
31/07/2018,46,3,
31/07/2018,46.94,4,
31/07/2018,47.64,5,
31/07/2018,56.94,6,
31/07/2018,62,7,
31/07/2018,77.97,8,
31/07/2018,73.98,9,
31/07/2018,58.47,10,
31/07/2018,52,11,
31/07/2018,49.99,12,
31/07/2018,48.52,13,
31/07/2018,48.74,14,
31/07/2018,49.24,15,
31/07/2018,56,16,
31/07/2018,61.1,17,
31/07/2018,72.93,18,
31/07/2018,70,19,
31/07/2018,67,20,
31/07/2018,66,21,
31/07/2018,50.29,22,
01/08/2018,54.09,23,
01/08/2018,50.2,0,
01/08/2018,49.19,1,
01/08/2018,50.41,2,
01/08/2018,49.04,3,
01/08/2018,50,4,
01/08/2018,49.03,5,
01/08/2018,56.5,6,
01/08/2018,55.22,7,
01/08/2018,64,8,
01/08/2018,66,9,
01/08/2018,58,10,
01/08/2018,53.5,11,
01/08/2018,54,12,
01/08/2018,54.98,13,
01/08/2018,55.06,14,
01/08/2018,53.51,15,
01/08/2018,65,16,
01/08/2018,74.95,17,
01/08/2018,75.2,18,
01/08/2018,74.98,19,
01/08/2018,69,20,
01/08/2018,62,21,
01/08/2018,49.4,22,
02/08/2018,56,23,
02/08/2018,48.99,0,
02/08/2018,46.99,1,
02/08/2018,44.78,2,
02/08/2018,46.91,3,
02/08/2018,46.95,4,
02/08/2018,48.69,5,
02/08/2018,56.69,6,
02/08/2018,58,7,
02/08/2018,60,8,
02/08/2018,60.29,9,
02/08/2018,59.64,10,
02/08/2018,58.87,11,
02/08/2018,57.68,12,
02/08/2018,58,13,
02/08/2018,56.84,14,
02/08/2018,57.88,15,
02/08/2018,62.97,16,
02/08/2018,74.71,17,
02/08/2018,75,18,
02/08/2018,74.93,19,
02/08/2018,65.7,20,
02/08/2018,61.56,21,
02/08/2018,56.85,22,
03/08/2018,55.3,23,
03/08/2018,49.06,0,
03/08/2018,47,1,
03/08/2018,46.42,2,
03/08/2018,46,3,
03/08/2018,46.49,4,
03/08/2018,53.36,5,
03/08/2018,61.59,6,
03/08/2018,62.91,7,
03/08/2018,64.32,8,
03/08/2018,67.9,9,
03/08/2018,64.08,10,
03/08/2018,64.33,11,
03/08/2018,64,12,
03/08/2018,63.63,13,
03/08/2018,58.66,14,
03/08/2018,59.92,15,
03/08/2018,63.82,16,
03/08/2018,65,17,
03/08/2018,69.9,18,
03/08/2018,64.4,19,
03/08/2018,63.63,20,
03/08/2018,61.31,21,
03/08/2018,53.66,22,
04/08/2018,63.8,23,
04/08/2018,53.1,0,
04/08/2018,48.84,1,
04/08/2018,47.6,2,
04/08/2018,44.99,3,
04/08/2018,44.7,4,
04/08/2018,45.58,5,
04/08/2018,47.46,6,
04/08/2018,50,7,
04/08/2018,55,8,
04/08/2018,69.97,9,
04/08/2018,63.8,10,
04/08/2018,52.9,11,
04/08/2018,48.54,12,
04/08/2018,48.3,13,
04/08/2018,46.5,14,
04/08/2018,48.01,15,
04/08/2018,48.3,16,
04/08/2018,59.9,17,
04/08/2018,69.92,18,
04/08/2018,73.3,19,
04/08/2018,73.94,20,
04/08/2018,75.39,21,
04/08/2018,66.94,22,
05/08/2018,59.57,23,
05/08/2018,52.95,0,
05/08/2018,47.98,1,
05/08/2018,46.96,2,
05/08/2018,45.46,3,
05/08/2018,45.49,4,
05/08/2018,45.42,5,
05/08/2018,45,6,
05/08/2018,52.5,7,
05/08/2018,46.61,8,
05/08/2018,60,9,
05/08/2018,65.69,10,
05/08/2018,63.3,11,
05/08/2018,62,12,
05/08/2018,54,13,
05/08/2018,46,14,
05/08/2018,48,15,
05/08/2018,49.3,16,
05/08/2018,64,17,
05/08/2018,74,18,
05/08/2018,78,19,
05/08/2018,75,20,
05/08/2018,74.5,21,
05/08/2018,62,22,
06/08/2018,58,23,
06/08/2018,47.5,0,
06/08/2018,45.52,1,
06/08/2018,44.96,2,
06/08/2018,44.93,3,
06/08/2018,44.98,4,
06/08/2018,49.44,5,
06/08/2018,59.03,6,
06/08/2018,59,7,
06/08/2018,62.12,8,
06/08/2018,59.94,9,
06/08/2018,58.59,10,
06/08/2018,56.69,11,
06/08/2018,54.28,12,
06/08/2018,54.93,13,
06/08/2018,57.3,14,
06/08/2018,60.9,15,
06/08/2018,65.19,16,
06/08/2018,67.29,17,
06/08/2018,78.1,18,
06/08/2018,74.93,19,
06/08/2018,68.01,20,
06/08/2018,65.09,21,
06/08/2018,60,22,
07/08/2018,57.22,23,
07/08/2018,49.1,0,
07/08/2018,47,1,
07/08/2018,46,2,
07/08/2018,45.52,3,
07/08/2018,47.01,4,
07/08/2018,52.92,5,
07/08/2018,58.82,6,
07/08/2018,60,7,
07/08/2018,64.28,8,
07/08/2018,62.97,9,
07/08/2018,62,10,
07/08/2018,61.07,11,
07/08/2018,60,12,
07/08/2018,59,13,
07/08/2018,58.34,14,
07/08/2018,61.32,15,
07/08/2018,64,16,
07/08/2018,68.83,17,
07/08/2018,70,18,
07/08/2018,69,19,
07/08/2018,62.04,20,
07/08/2018,61.06,21,
07/08/2018,52.09,22,
08/08/2018,68,23,
08/08/2018,50,0,
08/08/2018,48.8,1,
08/08/2018,48.16,2,
08/08/2018,46.97,3,
08/08/2018,46.95,4,
08/08/2018,48.45,5,
08/08/2018,54.1,6,
08/08/2018,59.95,7,
08/08/2018,67.8,8,
08/08/2018,69.97,9,
08/08/2018,62.41,10,
08/08/2018,54,11,
08/08/2018,52,12,
08/08/2018,49.83,13,
08/08/2018,49.51,14,
08/08/2018,50.28,15,
08/08/2018,58.02,16,
08/08/2018,67.9,17,
08/08/2018,70,18,
08/08/2018,69.94,19,
08/08/2018,69.7,20,
08/08/2018,64,21,
08/08/2018,59.87,22,
09/08/2018,59.45,23,
09/08/2018,50.55,0,
09/08/2018,50,1,
09/08/2018,48,2,
09/08/2018,45,3,
09/08/2018,46,4,
09/08/2018,50.56,5,
09/08/2018,57.16,6,
09/08/2018,61.13,7,
09/08/2018,74.5,8,
09/08/2018,72,9,
09/08/2018,66,10,
09/08/2018,60,11,
09/08/2018,56,12,
09/08/2018,53.32,13,
09/08/2018,51.9,14,
09/08/2018,50.5,15,
09/08/2018,55,16,
09/08/2018,68,17,
09/08/2018,72,18,
09/08/2018,73,19,
09/08/2018,68.7,20,
09/08/2018,67.9,21,
09/08/2018,50.04,22,
10/08/2018,62.06,23,
10/08/2018,53.83,0,
10/08/2018,49.42,1,
10/08/2018,48.91,2,
10/08/2018,48.11,3,
10/08/2018,47,4,
10/08/2018,49.1,5,
10/08/2018,54.86,6,
10/08/2018,54.95,7,
10/08/2018,73.04,8,
10/08/2018,73.99,9,
10/08/2018,69.95,10,
10/08/2018,61.5,11,
10/08/2018,59,12,
10/08/2018,51.6,13,
10/08/2018,49.67,14,
10/08/2018,49.68,15,
10/08/2018,52,16,
10/08/2018,64,17,
10/08/2018,68,18,
10/08/2018,66,19,
10/08/2018,61.27,20,
10/08/2018,65,21,
10/08/2018,53,22,
11/08/2018,64.91,23,
11/08/2018,52.94,0,
11/08/2018,49.98,1,
11/08/2018,49.91,2,
11/08/2018,49,3,
11/08/2018,49.91,4,
11/08/2018,49.9,5,
11/08/2018,54,6,
11/08/2018,49,7,
11/08/2018,60,8,
11/08/2018,73.92,9,
11/08/2018,71.5,10,
11/08/2018,69.93,11,
11/08/2018,64,12,
11/08/2018,56.55,13,
11/08/2018,48.1,14,
11/08/2018,50.14,15,
11/08/2018,65,16,
11/08/2018,72.2,17,
11/08/2018,75.94,18,
11/08/2018,65,19,
11/08/2018,56.09,20,
11/08/2018,57,21,
11/08/2018,53.63,22,
12/08/2018,67.1,23,
12/08/2018,53,0,
12/08/2018,52.85,1,
12/08/2018,47,2,
12/08/2018,47,3,
12/08/2018,48.75,4,
12/08/2018,48.78,5,
12/08/2018,53,6,
12/08/2018,44,7,
12/08/2018,55.05,8,
12/08/2018,50.37,9,
12/08/2018,58,10,
12/08/2018,65.5,11,
12/08/2018,67.97,12,
12/08/2018,65.3,13,
12/08/2018,65.5,14,
12/08/2018,55.2,15,
12/08/2018,67.9,16,
12/08/2018,68,17,
12/08/2018,70,18,
12/08/2018,70,19,
12/08/2018,72.3,20,
12/08/2018,70,21,
12/08/2018,67,22,
13/08/2018,63.64,23,
13/08/2018,55,0,
13/08/2018,51,1,
13/08/2018,51,2,
13/08/2018,50.91,3,
13/08/2018,50.97,4,
13/08/2018,50.95,5,
13/08/2018,56.13,6,
13/08/2018,56.78,7,
13/08/2018,63.12,8,
13/08/2018,73.35,9,
13/08/2018,69.97,10,
13/08/2018,66,11,
13/08/2018,64,12,
13/08/2018,56,13,
13/08/2018,51.85,14,
13/08/2018,53.67,15,
13/08/2018,58,16,
13/08/2018,73.58,17,
13/08/2018,74.73,18,
13/08/2018,74.72,19,
13/08/2018,72.91,20,
13/08/2018,68,21,
13/08/2018,49.99,22,
14/08/2018,60,23,
14/08/2018,51.93,0,
14/08/2018,51.02,1,
14/08/2018,50.3,2,
14/08/2018,50,3,
14/08/2018,50.09,4,
14/08/2018,51.09,5,
14/08/2018,56.79,6,
14/08/2018,64,7,
14/08/2018,80,8,
14/08/2018,78,9,
14/08/2018,70,10,
14/08/2018,66.39,11,
14/08/2018,66,12,
14/08/2018,60,13,
