date,price_sterling,,
12/02/2018,49.11,10,
12/02/2018,48.99,11,
12/02/2018,46.19,12,
12/02/2018,44.31,13,
12/02/2018,48,14,
12/02/2018,43.37,15,
12/02/2018,50.69,16,
12/02/2018,71.97,17,
12/02/2018,85,18,
12/02/2018,65.51,19,
12/02/2018,42.88,20,
12/02/2018,42.12,21,
12/02/2018,38.81,22,
13/02/2018,41.58,23,
13/02/2018,47.9,0,
13/02/2018,43.45,1,
13/02/2018,40.63,2,
13/02/2018,39.02,3,
13/02/2018,37.51,4,
13/02/2018,40.13,5,
13/02/2018,45.53,6,
13/02/2018,44.47,7,
13/02/2018,43.8,8,
13/02/2018,50.56,9,
13/02/2018,48,10,
13/02/2018,45.41,11,
13/02/2018,44.04,12,
13/02/2018,44.58,13,
13/02/2018,44.18,14,
13/02/2018,41.44,15,
13/02/2018,45.22,16,
13/02/2018,62.96,17,
13/02/2018,77.45,18,
13/02/2018,65.5,19,
13/02/2018,58.39,20,
13/02/2018,49.58,21,
13/02/2018,45.05,22,
14/02/2018,49.9,23,
14/02/2018,51,0,
14/02/2018,47,1,
14/02/2018,43.78,2,
14/02/2018,43.34,3,
14/02/2018,40.3,4,
14/02/2018,39.14,5,
14/02/2018,44.82,6,
14/02/2018,53.75,7,
14/02/2018,55.26,8,
14/02/2018,53,9,
14/02/2018,48.95,10,
14/02/2018,44.43,11,
14/02/2018,46,12,
14/02/2018,44,13,
14/02/2018,44.01,14,
14/02/2018,50.79,15,
14/02/2018,48.44,16,
14/02/2018,62,17,
14/02/2018,74.99,18,
14/02/2018,63.74,19,
14/02/2018,43.92,20,
14/02/2018,48,21,
14/02/2018,42.8,22,
15/02/2018,43.99,23,
15/02/2018,45.91,0,
15/02/2018,43.48,1,
15/02/2018,42.75,2,
15/02/2018,40,3,
15/02/2018,39.03,4,
15/02/2018,42.39,5,
15/02/2018,48,6,
15/02/2018,49,7,
15/02/2018,60.6,8,
15/02/2018,51.66,9,
15/02/2018,45.65,10,
15/02/2018,45.1,11,
15/02/2018,44.69,12,
15/02/2018,42.75,13,
15/02/2018,41.74,14,
15/02/2018,42.03,15,
15/02/2018,43.68,16,
15/02/2018,65.01,17,
15/02/2018,70,18,
15/02/2018,63,19,
15/02/2018,47,20,
15/02/2018,49.74,21,
15/02/2018,42.39,22,
16/02/2018,41.35,23,
16/02/2018,42.03,0,
16/02/2018,41.27,1,
16/02/2018,40.93,2,
16/02/2018,40.33,3,
16/02/2018,41.04,4,
16/02/2018,46.92,5,
16/02/2018,52.49,6,
16/02/2018,49.1,7,
16/02/2018,62,8,
16/02/2018,67,9,
16/02/2018,47.03,10,
16/02/2018,43.61,11,
16/02/2018,43.01,12,
16/02/2018,42.14,13,
16/02/2018,41.76,14,
16/02/2018,42.52,15,
16/02/2018,43.19,16,
16/02/2018,64.98,17,
16/02/2018,76,18,
16/02/2018,64.38,19,
16/02/2018,43.3,20,
16/02/2018,50.44,21,
16/02/2018,41.03,22,
17/02/2018,43.45,23,
17/02/2018,44.96,0,
17/02/2018,43.41,1,
17/02/2018,42.99,2,
17/02/2018,41.33,3,
17/02/2018,41.8,4,
17/02/2018,43.4,5,
17/02/2018,44.31,6,
17/02/2018,43.02,7,
17/02/2018,53.02,8,
17/02/2018,61.77,9,
17/02/2018,57.47,10,
17/02/2018,50.55,11,
17/02/2018,45.55,12,
17/02/2018,41.59,13,
17/02/2018,41.54,14,
17/02/2018,46.61,15,
17/02/2018,45,16,
17/02/2018,70,17,
17/02/2018,85,18,
17/02/2018,64,19,
17/02/2018,44,20,
17/02/2018,48.11,21,
17/02/2018,43.02,22,
18/02/2018,44.97,23,
18/02/2018,50.44,0,
18/02/2018,46.84,1,
18/02/2018,44.31,2,
18/02/2018,42.43,3,
18/02/2018,41.38,4,
18/02/2018,41.38,5,
18/02/2018,43.44,6,
18/02/2018,41.07,7,
18/02/2018,42.55,8,
18/02/2018,47,9,
18/02/2018,49.33,10,
18/02/2018,48.36,11,
18/02/2018,52.44,12,
18/02/2018,51.92,13,
18/02/2018,47.94,14,
18/02/2018,46.92,15,
18/02/2018,45.73,16,
18/02/2018,70,17,
18/02/2018,82.79,18,
18/02/2018,59.22,19,
18/02/2018,46,20,
18/02/2018,50.44,21,
18/02/2018,42.27,22,
19/02/2018,43.88,23,
19/02/2018,44.31,0,
19/02/2018,44.32,1,
19/02/2018,44.31,2,
19/02/2018,44.31,3,
19/02/2018,43.87,4,
19/02/2018,44.03,5,
19/02/2018,52.61,6,
19/02/2018,52.72,7,
19/02/2018,55.56,8,
19/02/2018,58.92,9,
19/02/2018,54,10,
19/02/2018,49.24,11,
19/02/2018,48.13,12,
19/02/2018,49.53,13,
19/02/2018,49,14,
19/02/2018,45.95,15,
19/02/2018,54.02,16,
19/02/2018,64.94,17,
19/02/2018,82.54,18,
19/02/2018,58.96,19,
19/02/2018,46.39,20,
19/02/2018,48.78,21,
19/02/2018,42.55,22,
20/02/2018,46.44,23,
20/02/2018,46.44,0,
20/02/2018,44.42,1,
20/02/2018,43.06,2,
20/02/2018,41.55,3,
20/02/2018,40.74,4,
20/02/2018,43.08,5,
20/02/2018,54.43,6,
20/02/2018,56.13,7,
20/02/2018,56.06,8,
20/02/2018,54.67,9,
20/02/2018,50.86,10,
20/02/2018,48.39,11,
20/02/2018,46.84,12,
20/02/2018,45.96,13,
20/02/2018,45.21,14,
20/02/2018,45.55,15,
20/02/2018,48.5,16,
20/02/2018,57.98,17,
20/02/2018,84.95,18,
20/02/2018,66.29,19,
20/02/2018,53.44,20,
20/02/2018,50,21,
20/02/2018,43.44,22,
21/02/2018,44.96,23,
21/02/2018,46.93,0,
21/02/2018,46.38,1,
21/02/2018,45.48,2,
21/02/2018,45.42,3,
21/02/2018,44.01,4,
21/02/2018,44.44,5,
21/02/2018,53.76,6,
21/02/2018,55.18,7,
21/02/2018,62.27,8,
21/02/2018,65.89,9,
21/02/2018,54.33,10,
21/02/2018,47.22,11,
21/02/2018,49.33,12,
21/02/2018,47.78,13,
21/02/2018,46,14,
21/02/2018,45.55,15,
21/02/2018,50.4,16,
21/02/2018,70.31,17,
21/02/2018,89.9,18,
21/02/2018,69.97,19,
21/02/2018,48.93,20,
21/02/2018,51,21,
21/02/2018,43.58,22,
22/02/2018,46,23,
22/02/2018,47.96,0,
22/02/2018,45.5,1,
22/02/2018,49.24,2,
22/02/2018,45.71,3,
22/02/2018,45.43,4,
22/02/2018,47.92,5,
22/02/2018,53.7,6,
22/02/2018,55.55,7,
22/02/2018,67.1,8,
22/02/2018,67.91,9,
22/02/2018,53.96,10,
22/02/2018,50.94,11,
22/02/2018,47.65,12,
22/02/2018,46.85,13,
22/02/2018,46.85,14,
22/02/2018,46.85,15,
22/02/2018,51.34,16,
22/02/2018,69.6,17,
22/02/2018,90.01,18,
22/02/2018,73.9,19,
22/02/2018,55.55,20,
22/02/2018,52.01,21,
22/02/2018,47.46,22,
23/02/2018,46.96,23,
23/02/2018,49.47,0,
23/02/2018,48,1,
23/02/2018,46.6,2,
23/02/2018,46.09,3,
23/02/2018,46,4,
23/02/2018,47.65,5,
23/02/2018,56.19,6,
23/02/2018,64.93,7,
23/02/2018,75.6,8,
23/02/2018,72.07,9,
23/02/2018,50.23,10,
23/02/2018,47.41,11,
23/02/2018,46.59,12,
23/02/2018,45.65,13,
23/02/2018,45.58,14,
23/02/2018,47.23,15,
23/02/2018,49.54,16,
23/02/2018,69.94,17,
23/02/2018,88,18,
23/02/2018,72.5,19,
23/02/2018,49.84,20,
23/02/2018,49.26,21,
23/02/2018,46.03,22,
24/02/2018,49.91,23,
24/02/2018,50.94,0,
24/02/2018,49.37,1,
24/02/2018,46.4,2,
24/02/2018,46.1,3,
24/02/2018,45.68,4,
24/02/2018,46.04,5,
24/02/2018,46.66,6,
24/02/2018,49.49,7,
24/02/2018,59,8,
24/02/2018,61,9,
24/02/2018,55.45,10,
24/02/2018,55.32,11,
24/02/2018,55.06,12,
24/02/2018,48.17,13,
24/02/2018,46.61,14,
24/02/2018,47.79,15,
24/02/2018,54.15,16,
24/02/2018,77.99,17,
24/02/2018,105,18,
24/02/2018,75,19,
24/02/2018,53.02,20,
24/02/2018,48.99,21,
24/02/2018,46.91,22,
25/02/2018,46.39,23,
25/02/2018,48.73,0,
25/02/2018,47.61,1,
25/02/2018,46.39,2,
25/02/2018,44.26,3,
25/02/2018,44.06,4,
25/02/2018,44.26,5,
25/02/2018,45.65,6,
25/02/2018,43.7,7,
25/02/2018,44.07,8,
25/02/2018,46.99,9,
25/02/2018,49.66,10,
25/02/2018,54.56,11,
25/02/2018,58.32,12,
25/02/2018,56.45,13,
25/02/2018,53.87,14,
25/02/2018,51.34,15,
25/02/2018,65,16,
25/02/2018,72.95,17,
25/02/2018,95,18,
25/02/2018,72.57,19,
25/02/2018,61.3,20,
25/02/2018,55,21,
25/02/2018,47.25,22,
26/02/2018,45.67,23,
26/02/2018,45.09,0,
26/02/2018,46.6,1,
26/02/2018,46.39,2,
26/02/2018,46.39,3,
26/02/2018,46.39,4,
26/02/2018,48.68,5,
26/02/2018,63.49,6,
26/02/2018,66.19,7,
26/02/2018,63.67,8,
26/02/2018,63,9,
26/02/2018,59.1,10,
26/02/2018,55.8,11,
26/02/2018,55.89,12,
26/02/2018,56.35,13,
26/02/2018,58,14,
26/02/2018,53.3,15,
26/02/2018,56.41,16,
26/02/2018,73.57,17,
26/02/2018,102.29,18,
26/02/2018,85,19,
26/02/2018,62.5,20,
26/02/2018,67.8,21,
26/02/2018,55.33,22,
27/02/2018,52.15,23,
27/02/2018,53.15,0,
27/02/2018,53.51,1,
27/02/2018,50.01,2,
27/02/2018,49.43,3,
27/02/2018,50.23,4,
27/02/2018,59.44,5,
27/02/2018,81.21,6,
27/02/2018,70,7,
27/02/2018,75.11,8,
27/02/2018,69.55,9,
27/02/2018,54.42,10,
27/02/2018,49.98,11,
27/02/2018,50.88,12,
27/02/2018,51.44,13,
27/02/2018,51.44,14,
27/02/2018,59.84,15,
27/02/2018,61.02,16,
27/02/2018,74.44,17,
27/02/2018,90.97,18,
27/02/2018,81.83,19,
27/02/2018,60.02,20,
27/02/2018,61.1,21,
27/02/2018,49.98,22,
28/02/2018,66.1,23,
28/02/2018,64.76,0,
28/02/2018,62.04,1,
28/02/2018,59.48,2,
28/02/2018,56.37,3,
28/02/2018,58.21,4,
28/02/2018,59.86,5,
28/02/2018,68.58,6,
28/02/2018,81.6,7,
28/02/2018,80.88,8,
28/02/2018,74.1,9,
28/02/2018,55.68,10,
28/02/2018,52.9,11,
28/02/2018,52.51,12,
28/02/2018,51.5,13,
28/02/2018,50.81,14,
28/02/2018,55.6,15,
28/02/2018,59.55,16,
28/02/2018,80,17,
28/02/2018,91,18,
28/02/2018,75.75,19,
28/02/2018,58.4,20,
28/02/2018,55.44,21,
28/02/2018,48.19,22,
01/03/2018,85,23,
01/03/2018,79.3,0,
01/03/2018,67.7,1,
01/03/2018,62.19,2,
01/03/2018,54.44,3,
01/03/2018,61.3,4,
01/03/2018,80.07,5,
01/03/2018,84.82,6,
01/03/2018,89.68,7,
01/03/2018,100,8,
01/03/2018,100.97,9,
01/03/2018,102.35,10,
01/03/2018,76.88,11,
01/03/2018,75,12,
01/03/2018,74.42,13,
01/03/2018,74.18,14,
01/03/2018,71.87,15,
01/03/2018,74.98,16,
01/03/2018,97.34,17,
01/03/2018,129.9,18,
01/03/2018,120,19,
01/03/2018,79.01,20,
01/03/2018,75,21,
01/03/2018,50,22,
02/03/2018,70.5,23,
02/03/2018,55.48,0,
02/03/2018,53.69,1,
02/03/2018,52.08,2,
02/03/2018,49.07,3,
02/03/2018,49.09,4,
02/03/2018,70.86,5,
02/03/2018,108.74,6,
02/03/2018,88.84,7,
02/03/2018,111,8,
02/03/2018,128.26,9,
02/03/2018,118.22,10,
02/03/2018,105.36,11,
02/03/2018,98.76,12,
02/03/2018,93.21,13,
02/03/2018,93.74,14,
02/03/2018,98.07,15,
02/03/2018,119.99,16,
02/03/2018,125,17,
02/03/2018,185.1,18,
02/03/2018,112.52,19,
02/03/2018,92.08,20,
02/03/2018,77.21,21,
02/03/2018,64.92,22,
03/03/2018,77.54,23,
03/03/2018,99,0,
03/03/2018,67.95,1,
03/03/2018,52.14,2,
03/03/2018,52.14,3,
03/03/2018,51.12,4,
03/03/2018,51.23,5,
03/03/2018,60.65,6,
03/03/2018,51.12,7,
03/03/2018,80,8,
03/03/2018,98.65,9,
03/03/2018,85.75,10,
03/03/2018,73.6,11,
03/03/2018,71.86,12,
03/03/2018,70.91,13,
03/03/2018,68.1,14,
03/03/2018,70.51,15,
03/03/2018,71.14,16,
03/03/2018,90.74,17,
03/03/2018,148,18,
03/03/2018,112.69,19,
03/03/2018,73.6,20,
03/03/2018,75.09,21,
03/03/2018,67.41,22,
04/03/2018,81.33,23,
04/03/2018,87.36,0,
04/03/2018,69.78,1,
04/03/2018,50.23,2,
04/03/2018,48.73,3,
04/03/2018,47.62,4,
04/03/2018,47.62,5,
04/03/2018,47.62,6,
04/03/2018,44.01,7,
04/03/2018,48.73,8,
04/03/2018,53.1,9,
04/03/2018,65.7,10,
04/03/2018,82.62,11,
04/03/2018,70.18,12,
04/03/2018,64.9,13,
04/03/2018,55.1,14,
04/03/2018,60.79,15,
04/03/2018,83.86,16,
04/03/2018,69.99,17,
04/03/2018,140.16,18,
04/03/2018,94.93,19,
04/03/2018,52.28,20,
04/03/2018,75.94,21,
04/03/2018,48.1,22,
05/03/2018,69.37,23,
05/03/2018,62.62,0,
05/03/2018,49,1,
05/03/2018,47.58,2,
05/03/2018,47.09,3,
05/03/2018,46.73,4,
05/03/2018,47.04,5,
05/03/2018,69.36,6,
05/03/2018,60.02,7,
05/03/2018,68.6,8,
05/03/2018,72.24,9,
05/03/2018,64.86,10,
05/03/2018,64.85,11,
05/03/2018,63.02,12,
05/03/2018,50.72,13,
05/03/2018,50.64,14,
05/03/2018,52.03,15,
05/03/2018,78.5,16,
05/03/2018,76.43,17,
05/03/2018,110.06,18,
05/03/2018,99.9,19,
05/03/2018,52.41,20,
05/03/2018,56.29,21,
05/03/2018,45.1,22,
06/03/2018,44.99,23,
06/03/2018,44.99,0,
06/03/2018,45.81,1,
06/03/2018,44.06,2,
06/03/2018,44.02,3,
06/03/2018,43.96,4,
06/03/2018,45.82,5,
06/03/2018,53.52,6,
06/03/2018,59.47,7,
06/03/2018,59.73,8,
06/03/2018,58.13,9,
06/03/2018,50.55,10,
06/03/2018,48.13,11,
06/03/2018,47.09,12,
06/03/2018,47.04,13,
06/03/2018,47.07,14,
06/03/2018,47.51,15,
06/03/2018,49.6,16,
06/03/2018,58,17,
06/03/2018,90,18,
06/03/2018,74.44,19,
06/03/2018,62.87,20,
06/03/2018,52.57,21,
06/03/2018,49.08,22,
07/03/2018,44.94,23,
07/03/2018,45.94,0,
07/03/2018,46.62,1,
07/03/2018,46.5,2,
07/03/2018,44.47,3,
07/03/2018,44.31,4,
07/03/2018,47,5,
07/03/2018,51.29,6,
07/03/2018,56.75,7,
07/03/2018,67.8,8,
07/03/2018,68.09,9,
07/03/2018,54,10,
07/03/2018,47.31,11,
07/03/2018,45.01,12,
07/03/2018,44.58,13,
07/03/2018,44.42,14,
07/03/2018,44.9,15,
07/03/2018,49.32,16,
07/03/2018,61.51,17,
07/03/2018,87.62,18,
07/03/2018,74.91,19,
07/03/2018,52,20,
07/03/2018,53.04,21,
07/03/2018,43.99,22,
08/03/2018,44.18,23,
08/03/2018,47.75,0,
08/03/2018,47.1,1,
08/03/2018,44.12,2,
08/03/2018,43.96,3,
08/03/2018,43.96,4,
08/03/2018,44.33,5,
08/03/2018,47.2,6,
08/03/2018,60.08,7,
08/03/2018,68,8,
08/03/2018,62.86,9,
08/03/2018,49,10,
08/03/2018,45.35,11,
08/03/2018,44.4,12,
08/03/2018,43.79,13,
08/03/2018,43.79,14,
08/03/2018,45,15,
08/03/2018,49,16,
08/03/2018,62.99,17,
08/03/2018,88.9,18,
08/03/2018,69.91,19,
08/03/2018,52,20,
08/03/2018,51,21,
08/03/2018,42.95,22,
09/03/2018,44.63,23,
09/03/2018,47.18,0,
09/03/2018,47,1,
09/03/2018,46.15,2,
09/03/2018,45.89,3,
09/03/2018,45.57,4,
09/03/2018,46,5,
09/03/2018,51.3,6,
09/03/2018,52.5,7,
09/03/2018,61,8,
09/03/2018,60.5,9,
09/03/2018,56.5,10,
09/03/2018,50,11,
09/03/2018,48,12,
09/03/2018,48,13,
09/03/2018,48,14,
09/03/2018,46.51,15,
09/03/2018,65.3,16,
09/03/2018,67.92,17,
09/03/2018,90.2,18,
09/03/2018,63,19,
09/03/2018,49,20,
09/03/2018,47.33,21,
09/03/2018,40.9,22,
10/03/2018,47.78,23,
10/03/2018,51.07,0,
10/03/2018,49,1,
10/03/2018,45.18,2,
10/03/2018,42.68,3,
10/03/2018,40.55,4,
10/03/2018,42.11,5,
10/03/2018,42.55,6,
10/03/2018,42.37,7,
10/03/2018,48.22,8,
10/03/2018,61.09,9,
10/03/2018,62.49,10,
10/03/2018,53.67,11,
10/03/2018,51.4,12,
10/03/2018,45.05,13,
10/03/2018,43.08,14,
10/03/2018,43.28,15,
10/03/2018,48.32,16,
10/03/2018,55.55,17,
10/03/2018,85,18,
10/03/2018,70.67,19,
10/03/2018,53.17,20,
10/03/2018,49.32,21,
10/03/2018,43.28,22,
11/03/2018,43.86,23,
11/03/2018,51.34,0,
11/03/2018,54.04,1,
11/03/2018,46.92,2,
11/03/2018,46.88,3,
11/03/2018,44.41,4,
11/03/2018,46.87,5,
11/03/2018,46.87,6,
11/03/2018,43.86,7,
11/03/2018,46.36,8,
11/03/2018,56.51,9,
11/03/2018,52.87,10,
11/03/2018,52.16,11,
11/03/2018,59.92,12,
11/03/2018,56,13,
11/03/2018,46.38,14,
11/03/2018,53.9,15,
11/03/2018,57,16,
11/03/2018,59.99,17,
11/03/2018,88.9,18,
11/03/2018,75.55,19,
11/03/2018,53.44,20,
11/03/2018,56.46,21,
11/03/2018,46.05,22,
12/03/2018,42.55,23,
12/03/2018,44.05,0,
12/03/2018,45.91,1,
12/03/2018,42.58,2,
12/03/2018,43.06,3,
12/03/2018,42.19,4,
12/03/2018,44.3,5,
12/03/2018,51.1,6,
12/03/2018,47.8,7,
12/03/2018,58.1,8,
12/03/2018,58.1,9,
12/03/2018,57.06,10,
12/03/2018,57,11,
12/03/2018,55,12,
12/03/2018,50.87,13,
12/03/2018,45.03,14,
12/03/2018,45.04,15,
12/03/2018,57.93,16,
12/03/2018,60.15,17,
12/03/2018,97.94,18,
12/03/2018,73,19,
12/03/2018,47.07,20,
12/03/2018,57.44,21,
12/03/2018,44,22,
13/03/2018,70.07,23,
13/03/2018,69.91,0,
13/03/2018,65.94,1,
13/03/2018,58.55,2,
13/03/2018,58.79,3,
13/03/2018,58.57,4,
13/03/2018,58.58,5,
13/03/2018,80,6,
13/03/2018,70,7,
13/03/2018,90,8,
13/03/2018,95.46,9,
13/03/2018,73.93,10,
13/03/2018,65.75,11,
13/03/2018,61.99,12,
13/03/2018,61.23,13,
13/03/2018,65,14,
13/03/2018,62,15,
13/03/2018,84.7,16,
13/03/2018,91.2,17,
13/03/2018,191.55,18,
13/03/2018,114,19,
13/03/2018,73.25,20,
13/03/2018,61.6,21,
13/03/2018,53.6,22,
14/03/2018,63.4,23,
14/03/2018,69.97,0,
14/03/2018,60.1,1,
14/03/2018,50.02,2,
14/03/2018,46.9,3,
14/03/2018,46.69,4,
14/03/2018,46.8,5,
14/03/2018,62.84,6,
14/03/2018,73.18,7,
14/03/2018,80,8,
14/03/2018,58.9,9,
14/03/2018,49.79,10,
14/03/2018,46.31,11,
14/03/2018,45.71,12,
14/03/2018,45.57,13,
14/03/2018,45.56,14,
14/03/2018,48.09,15,
14/03/2018,52.25,16,
14/03/2018,57.05,17,
14/03/2018,83.49,18,
14/03/2018,63.27,19,
14/03/2018,53.34,20,
14/03/2018,45.93,21,
14/03/2018,37.91,22,
15/03/2018,46.68,23,
15/03/2018,49.93,0,
15/03/2018,46.34,1,
15/03/2018,38.31,2,
15/03/2018,38,3,
15/03/2018,37,4,
15/03/2018,45.84,5,
15/03/2018,57,6,
15/03/2018,52.13,7,
15/03/2018,54.88,8,
15/03/2018,52.56,9,
15/03/2018,55.25,10,
15/03/2018,54.3,11,
15/03/2018,54.24,12,
15/03/2018,53.78,13,
15/03/2018,57.39,14,
15/03/2018,57.21,15,
15/03/2018,66.3,16,
15/03/2018,68.98,17,
15/03/2018,89.1,18,
15/03/2018,82.52,19,
15/03/2018,63.9,20,
15/03/2018,56.54,21,
15/03/2018,44.93,22,
16/03/2018,51.99,23,
16/03/2018,57.94,0,
16/03/2018,53.06,1,
16/03/2018,48.01,2,
16/03/2018,47.78,3,
16/03/2018,46.02,4,
16/03/2018,46.38,5,
16/03/2018,55.06,6,
16/03/2018,63.12,7,
16/03/2018,68.42,8,
16/03/2018,64.58,9,
16/03/2018,62.11,10,
16/03/2018,54.51,11,
16/03/2018,51.38,12,
16/03/2018,48.7,13,
16/03/2018,46.52,14,
16/03/2018,48.7,15,
16/03/2018,53.33,16,
16/03/2018,58.62,17,
16/03/2018,78.99,18,
16/03/2018,67.92,19,
16/03/2018,48.58,20,
16/03/2018,47.63,21,
16/03/2018,45.24,22,
17/03/2018,51.53,23,
17/03/2018,55.97,0,
17/03/2018,59.92,1,
17/03/2018,52,2,
17/03/2018,40,3,
17/03/2018,34.99,4,
17/03/2018,47.49,5,
17/03/2018,51.13,6,
17/03/2018,48.53,7,
17/03/2018,52.5,8,
17/03/2018,55.92,9,
17/03/2018,59,10,
17/03/2018,59.81,11,
17/03/2018,60.49,12,
17/03/2018,54.42,13,
17/03/2018,48.08,14,
17/03/2018,45.15,15,
17/03/2018,54.42,16,
17/03/2018,57.34,17,
17/03/2018,96.49,18,
17/03/2018,83.54,19,
17/03/2018,60.38,20,
17/03/2018,58,21,
17/03/2018,54.07,22,
18/03/2018,47.96,23,
18/03/2018,60.01,0,
18/03/2018,60.1,1,
18/03/2018,51.5,2,
18/03/2018,46.5,3,
18/03/2018,44.92,4,
18/03/2018,44.92,5,
18/03/2018,44.5,6,
18/03/2018,44.92,7,
18/03/2018,45.07,8,
18/03/2018,47.53,9,
18/03/2018,53.86,10,
18/03/2018,48.96,11,
18/03/2018,58.86,12,
18/03/2018,60.02,13,
18/03/2018,54.82,14,
18/03/2018,47.66,15,
18/03/2018,53.47,16,
18/03/2018,51.2,17,
18/03/2018,89.97,18,
18/03/2018,83.16,19,
18/03/2018,61.16,20,
18/03/2018,58.51,21,
18/03/2018,47.32,22,
19/03/2018,45.05,23,
19/03/2018,45.15,0,
19/03/2018,49.81,1,
19/03/2018,47.66,2,
19/03/2018,46.1,3,
19/03/2018,45.15,4,
19/03/2018,54.91,5,
19/03/2018,62,6,
19/03/2018,58.11,7,
19/03/2018,65.02,8,
19/03/2018,60.51,9,
19/03/2018,50.43,10,
19/03/2018,46.83,11,
19/03/2018,46.56,12,
19/03/2018,46.58,13,
19/03/2018,46.54,14,
19/03/2018,46.4,15,
19/03/2018,52.03,16,
19/03/2018,66.43,17,
19/03/2018,92.12,18,
19/03/2018,93.55,19,
19/03/2018,55.62,20,
19/03/2018,58.18,21,
19/03/2018,45.05,22,
20/03/2018,46.19,23,
20/03/2018,50.91,0,
20/03/2018,47.46,1,
20/03/2018,46.07,2,
20/03/2018,45.06,3,
20/03/2018,42.23,4,
20/03/2018,46.19,5,
20/03/2018,56,6,
20/03/2018,62.62,7,
20/03/2018,62.5,8,
20/03/2018,61.5,9,
20/03/2018,46.82,10,
20/03/2018,46,11,
20/03/2018,45.58,12,
20/03/2018,45.08,13,
20/03/2018,45.04,14,
20/03/2018,45.56,15,
20/03/2018,61.32,16,
20/03/2018,61.1,17,
20/03/2018,83.57,18,
20/03/2018,80.04,19,
20/03/2018,51.9,20,
20/03/2018,55.11,21,
20/03/2018,45.16,22,
21/03/2018,45.92,23,
21/03/2018,46.91,0,
21/03/2018,48.4,1,
21/03/2018,45.55,2,
21/03/2018,44.74,3,
21/03/2018,42.03,4,
21/03/2018,48.99,5,
21/03/2018,60.87,6,
21/03/2018,70.37,7,
21/03/2018,63.19,8,
21/03/2018,55.22,9,
21/03/2018,49.78,10,
21/03/2018,47.03,11,
21/03/2018,45.6,12,
21/03/2018,44.52,13,
21/03/2018,44.14,14,
21/03/2018,44.22,15,
21/03/2018,49.68,16,
21/03/2018,59.91,17,
21/03/2018,70.9,18,
21/03/2018,61.94,19,
21/03/2018,48,20,
21/03/2018,50.08,21,
21/03/2018,44.62,22,
22/03/2018,45.97,23,
22/03/2018,45.37,0,
22/03/2018,48.47,1,
22/03/2018,43.58,2,
22/03/2018,45,3,
22/03/2018,46.34,4,
22/03/2018,51.98,5,
22/03/2018,59.99,6,
22/03/2018,67.94,7,
22/03/2018,67.92,8,
22/03/2018,60.54,9,
22/03/2018,54.47,10,
22/03/2018,51,11,
22/03/2018,50.07,12,
22/03/2018,45.5,13,
22/03/2018,44.77,14,
22/03/2018,45.34,15,
22/03/2018,49.59,16,
22/03/2018,59.91,17,
22/03/2018,79.98,18,
22/03/2018,67.93,19,
22/03/2018,52.2,20,
22/03/2018,47.98,21,
22/03/2018,42.08,22,
23/03/2018,46.53,23,
23/03/2018,46.58,0,
23/03/2018,48.9,1,
23/03/2018,42.49,2,
23/03/2018,39.91,3,
23/03/2018,38.41,4,
23/03/2018,49.81,5,
23/03/2018,55.83,6,
23/03/2018,59.9,7,
23/03/2018,58.59,8,
23/03/2018,53,9,
23/03/2018,48.98,10,
23/03/2018,46.83,11,
23/03/2018,44.89,12,
23/03/2018,44.2,13,
23/03/2018,44.13,14,
23/03/2018,44.42,15,
23/03/2018,52.07,16,
23/03/2018,54.14,17,
23/03/2018,70.89,18,
23/03/2018,79.92,19,
23/03/2018,70,20,
23/03/2018,54.57,21,
23/03/2018,54.51,22,
24/03/2018,53,23,
24/03/2018,56.29,0,
24/03/2018,59.97,1,
24/03/2018,55,2,
24/03/2018,48.91,3,
24/03/2018,47.18,4,
24/03/2018,46.99,5,
24/03/2018,45.4,6,
24/03/2018,45.09,7,
24/03/2018,48.5,8,
24/03/2018,63.5,9,
24/03/2018,65,10,
24/03/2018,59,11,
24/03/2018,51.8,12,
24/03/2018,44.2,13,
24/03/2018,43.57,14,
24/03/2018,43.57,15,
24/03/2018,44.96,16,
24/03/2018,61.83,17,
24/03/2018,84.92,18,
24/03/2018,82.97,19,
24/03/2018,54,20,
24/03/2018,53.55,21,
24/03/2018,47.95,22,
25/03/2018,60,23,
25/03/2018,59.99,0,
25/03/2018,57,1,interpolation
25/03/2018,54,2,
25/03/2018,45.61,3,
25/03/2018,41.56,4,
25/03/2018,41.58,5,
25/03/2018,41.56,6,
25/03/2018,44.67,7,
25/03/2018,45.36,8,
25/03/2018,52,9,
25/03/2018,54,10,
25/03/2018,47.01,11,
25/03/2018,45.2,12,
25/03/2018,44,13,
25/03/2018,43.56,14,
25/03/2018,41.37,15,
25/03/2018,42.7,16,
25/03/2018,47.51,17,
25/03/2018,58,18,
25/03/2018,74.99,19,
25/03/2018,72.8,20,
25/03/2018,57.03,21,
25/03/2018,44.55,22,
26/03/2018,45.04,23,
26/03/2018,42.53,0,
26/03/2018,44.92,1,
26/03/2018,44.92,2,
26/03/2018,44.27,3,
26/03/2018,44,4,
26/03/2018,46.77,5,
26/03/2018,56.38,6,
26/03/2018,71.09,7,
26/03/2018,69.02,8,
26/03/2018,61.24,9,
26/03/2018,55,10,
26/03/2018,49.78,11,
26/03/2018,47.31,12,
26/03/2018,44,13,
26/03/2018,43.71,14,
26/03/2018,43.71,15,
26/03/2018,45,16,
26/03/2018,58,17,
26/03/2018,64.99,18,
