date,hour,CET/CEST time,price_sterling,
19/07/2018,18 - 19,19 - 20,"77,50",
19/07/2018,19 - 20,20 - 21,"70,96",
19/07/2018,20 - 21,21 - 22,"61,00",
19/07/2018,21 - 22,22 - 23,"59,00",
19/07/2018,22 - 23,23 - 00,"51,05",
20/07/2018,23 - 00,00 - 01,"60,92",
20/07/2018,00 - 01,01 - 02,"49,91",
20/07/2018,01 - 02,02 - 03,"48,40",
20/07/2018,02 - 03,03 - 04,"47,80",
20/07/2018,03 - 04,04 - 05,"47,52",
20/07/2018,04 - 05,05 - 06,"48,00",
20/07/2018,05 - 06,06 - 07,"48,27",
20/07/2018,06 - 07,07 - 08,"53,00",
20/07/2018,07 - 08,08 - 09,"53,30",
20/07/2018,08 - 09,09 - 10,"66,00",
20/07/2018,09 - 10,10 - 11,"74,00",
20/07/2018,10 - 11,11 - 12,"61,30",
20/07/2018,11 - 12,12 - 13,"58,00",
20/07/2018,12 - 13,13 - 14,"58,50",
20/07/2018,13 - 14,14 - 15,"55,00",
20/07/2018,14 - 15,15 - 16,"50,80",
20/07/2018,15 - 16,16 - 17,"56,00",
20/07/2018,16 - 17,17 - 18,"65,00",
20/07/2018,17 - 18,18 - 19,"79,94",
20/07/2018,18 - 19,19 - 20,"79,00",
20/07/2018,19 - 20,20 - 21,"68,86",
20/07/2018,20 - 21,21 - 22,"59,50",
20/07/2018,21 - 22,22 - 23,"63,80",
20/07/2018,22 - 23,23 - 00,"52,07",
21/07/2018,23 - 00,00 - 01,"63,04",
21/07/2018,00 - 01,01 - 02,"50,93",
21/07/2018,01 - 02,02 - 03,"50,20",
21/07/2018,02 - 03,03 - 04,"48,10",
21/07/2018,03 - 04,04 - 05,"47,90",
21/07/2018,04 - 05,05 - 06,"47,48",
21/07/2018,05 - 06,06 - 07,"47,09",
21/07/2018,06 - 07,07 - 08,"46,23",
21/07/2018,07 - 08,08 - 09,"50,07",
21/07/2018,08 - 09,09 - 10,"64,00",
21/07/2018,09 - 10,10 - 11,"70,00",
21/07/2018,10 - 11,11 - 12,"65,01",
21/07/2018,11 - 12,12 - 13,"65,00",
21/07/2018,12 - 13,13 - 14,"59,12",
21/07/2018,13 - 14,14 - 15,"48,04",
21/07/2018,14 - 15,15 - 16,"48,00",
21/07/2018,15 - 16,16 - 17,"47,54",
21/07/2018,16 - 17,17 - 18,"49,10",
21/07/2018,17 - 18,18 - 19,"65,06",
21/07/2018,18 - 19,19 - 20,"73,62",
21/07/2018,19 - 20,20 - 21,"74,91",
21/07/2018,20 - 21,21 - 22,"71,40",
21/07/2018,21 - 22,22 - 23,"71,97",
21/07/2018,22 - 23,23 - 00,"62,00",
22/07/2018,23 - 00,00 - 01,"63,60",
22/07/2018,00 - 01,01 - 02,"52,38",
22/07/2018,01 - 02,02 - 03,"54,00",
22/07/2018,02 - 03,03 - 04,"48,00",
22/07/2018,03 - 04,04 - 05,"46,87",
22/07/2018,04 - 05,05 - 06,"46,90",
22/07/2018,05 - 06,06 - 07,"45,66",
22/07/2018,06 - 07,07 - 08,"46,48",
22/07/2018,07 - 08,08 - 09,"46,19",
22/07/2018,08 - 09,09 - 10,"46,33",
22/07/2018,09 - 10,10 - 11,"54,00",
22/07/2018,10 - 11,11 - 12,"53,53",
22/07/2018,11 - 12,12 - 13,"53,00",
22/07/2018,12 - 13,13 - 14,"63,49",
22/07/2018,13 - 14,14 - 15,"53,00",
22/07/2018,14 - 15,15 - 16,"46,00",
22/07/2018,15 - 16,16 - 17,"47,56",
22/07/2018,16 - 17,17 - 18,"52,00",
22/07/2018,17 - 18,18 - 19,"60,00",
22/07/2018,18 - 19,19 - 20,"69,90",
22/07/2018,19 - 20,20 - 21,"74,93",
22/07/2018,20 - 21,21 - 22,"78,70",
22/07/2018,21 - 22,22 - 23,"76,37",
22/07/2018,22 - 23,23 - 00,"72,99",
23/07/2018,23 - 00,00 - 01,"58,00",
23/07/2018,00 - 01,01 - 02,"48,57",
23/07/2018,01 - 02,02 - 03,"46,23",
23/07/2018,02 - 03,03 - 04,"47,50",
23/07/2018,03 - 04,04 - 05,"46,94",
23/07/2018,04 - 05,05 - 06,"46,82",
23/07/2018,05 - 06,06 - 07,"48,39",
23/07/2018,06 - 07,07 - 08,"54,14",
23/07/2018,07 - 08,08 - 09,"55,04",
23/07/2018,08 - 09,09 - 10,"58,80",
23/07/2018,09 - 10,10 - 11,"70,10",
23/07/2018,10 - 11,11 - 12,"64,00",
23/07/2018,11 - 12,12 - 13,"60,00",
23/07/2018,12 - 13,13 - 14,"61,60",
23/07/2018,13 - 14,14 - 15,"52,96",
23/07/2018,14 - 15,15 - 16,"50,69",
23/07/2018,15 - 16,16 - 17,"51,26",
23/07/2018,16 - 17,17 - 18,"69,09",
23/07/2018,17 - 18,18 - 19,"77,80",
23/07/2018,18 - 19,19 - 20,"74,00",
23/07/2018,19 - 20,20 - 21,"68,80",
23/07/2018,20 - 21,21 - 22,"60,45",
23/07/2018,21 - 22,22 - 23,"59,00",
23/07/2018,22 - 23,23 - 00,"52,81",
24/07/2018,23 - 00,00 - 01,"56,90",
24/07/2018,00 - 01,01 - 02,"48,53",
24/07/2018,01 - 02,02 - 03,"48,00",
24/07/2018,02 - 03,03 - 04,"47,49",
24/07/2018,03 - 04,04 - 05,"47,40",
24/07/2018,04 - 05,05 - 06,"47,57",
24/07/2018,05 - 06,06 - 07,"49,24",
24/07/2018,06 - 07,07 - 08,"55,70",
24/07/2018,07 - 08,08 - 09,"57,79",
24/07/2018,08 - 09,09 - 10,"70,00",
24/07/2018,09 - 10,10 - 11,"71,98",
24/07/2018,10 - 11,11 - 12,"61,00",
24/07/2018,11 - 12,12 - 13,"59,18",
24/07/2018,12 - 13,13 - 14,"60,00",
24/07/2018,13 - 14,14 - 15,"59,00",
24/07/2018,14 - 15,15 - 16,"52,99",
24/07/2018,15 - 16,16 - 17,"53,46",
24/07/2018,16 - 17,17 - 18,"68,20",
24/07/2018,17 - 18,18 - 19,"75,73",
24/07/2018,18 - 19,19 - 20,"75,73",
24/07/2018,19 - 20,20 - 21,"71,30",
24/07/2018,20 - 21,21 - 22,"59,00",
24/07/2018,21 - 22,22 - 23,"59,40",
24/07/2018,22 - 23,23 - 00,"52,90",
25/07/2018,23 - 00,00 - 01,"62,99",
25/07/2018,00 - 01,01 - 02,"50,00",
25/07/2018,01 - 02,02 - 03,"48,04",
25/07/2018,02 - 03,03 - 04,"47,42",
25/07/2018,03 - 04,04 - 05,"46,90",
25/07/2018,04 - 05,05 - 06,"47,02",
25/07/2018,05 - 06,06 - 07,"50,82",
25/07/2018,06 - 07,07 - 08,"57,43",
25/07/2018,07 - 08,08 - 09,"59,29",
25/07/2018,08 - 09,09 - 10,"62,00",
25/07/2018,09 - 10,10 - 11,"66,11",
25/07/2018,10 - 11,11 - 12,"59,62",
25/07/2018,11 - 12,12 - 13,"55,58",
25/07/2018,12 - 13,13 - 14,"57,40",
25/07/2018,13 - 14,14 - 15,"55,12",
25/07/2018,14 - 15,15 - 16,"54,20",
25/07/2018,15 - 16,16 - 17,"62,28",
25/07/2018,16 - 17,17 - 18,"70,00",
25/07/2018,17 - 18,18 - 19,"75,00",
25/07/2018,18 - 19,19 - 20,"76,97",
25/07/2018,19 - 20,20 - 21,"70,00",
25/07/2018,20 - 21,21 - 22,"60,00",
25/07/2018,21 - 22,22 - 23,"60,00",
25/07/2018,22 - 23,23 - 00,"51,66",
26/07/2018,23 - 00,00 - 01,"58,00",
26/07/2018,00 - 01,01 - 02,"50,90",
26/07/2018,01 - 02,02 - 03,"47,52",
26/07/2018,02 - 03,03 - 04,"46,90",
26/07/2018,03 - 04,04 - 05,"43,57",
26/07/2018,04 - 05,05 - 06,"43,54",
26/07/2018,05 - 06,06 - 07,"47,60",
26/07/2018,06 - 07,07 - 08,"52,80",
26/07/2018,07 - 08,08 - 09,"58,34",
26/07/2018,08 - 09,09 - 10,"60,00",
26/07/2018,09 - 10,10 - 11,"65,10",
26/07/2018,10 - 11,11 - 12,"66,33",
26/07/2018,11 - 12,12 - 13,"66,22",
26/07/2018,12 - 13,13 - 14,"62,46",
26/07/2018,13 - 14,14 - 15,"62,00",
26/07/2018,14 - 15,15 - 16,"58,56",
26/07/2018,15 - 16,16 - 17,"64,61",
26/07/2018,16 - 17,17 - 18,"70,00",
26/07/2018,17 - 18,18 - 19,"68,31",
26/07/2018,18 - 19,19 - 20,"71,49",
26/07/2018,19 - 20,20 - 21,"69,20",
26/07/2018,20 - 21,21 - 22,"65,70",
26/07/2018,21 - 22,22 - 23,"73,00",
26/07/2018,22 - 23,23 - 00,"62,02",
27/07/2018,23 - 00,00 - 01,"55,03",
27/07/2018,00 - 01,01 - 02,"49,92",
27/07/2018,01 - 02,02 - 03,"46,99",
27/07/2018,02 - 03,03 - 04,"46,40",
27/07/2018,03 - 04,04 - 05,"46,29",
27/07/2018,04 - 05,05 - 06,"46,40",
27/07/2018,05 - 06,06 - 07,"48,07",
27/07/2018,06 - 07,07 - 08,"55,37",
27/07/2018,07 - 08,08 - 09,"56,77",
27/07/2018,08 - 09,09 - 10,"65,40",
27/07/2018,09 - 10,10 - 11,"72,30",
27/07/2018,10 - 11,11 - 12,"70,00",
27/07/2018,11 - 12,12 - 13,"65,00",
27/07/2018,12 - 13,13 - 14,"60,00",
27/07/2018,13 - 14,14 - 15,"59,04",
27/07/2018,14 - 15,15 - 16,"55,06",
27/07/2018,15 - 16,16 - 17,"58,00",
27/07/2018,16 - 17,17 - 18,"68,56",
27/07/2018,17 - 18,18 - 19,"70,00",
27/07/2018,18 - 19,19 - 20,"72,90",
27/07/2018,19 - 20,20 - 21,"66,00",
27/07/2018,20 - 21,21 - 22,"59,00",
27/07/2018,21 - 22,22 - 23,"68,00",
27/07/2018,22 - 23,23 - 00,"55,09",
28/07/2018,23 - 00,00 - 01,"73,00",
28/07/2018,00 - 01,01 - 02,"59,00",
28/07/2018,01 - 02,02 - 03,"89,99",
28/07/2018,02 - 03,03 - 04,"59,00",
28/07/2018,03 - 04,04 - 05,"47,43",
28/07/2018,04 - 05,05 - 06,"45,98",
28/07/2018,05 - 06,06 - 07,"44,91",
28/07/2018,06 - 07,07 - 08,"44,17",
28/07/2018,07 - 08,08 - 09,"46,20",
28/07/2018,08 - 09,09 - 10,"59,64",
28/07/2018,09 - 10,10 - 11,"65,54",
28/07/2018,10 - 11,11 - 12,"54,00",
28/07/2018,11 - 12,12 - 13,"49,59",
28/07/2018,12 - 13,13 - 14,"42,00",
28/07/2018,13 - 14,14 - 15,"38,30",
28/07/2018,14 - 15,15 - 16,"38,00",
28/07/2018,15 - 16,16 - 17,"38,54",
28/07/2018,16 - 17,17 - 18,"41,00",
28/07/2018,17 - 18,18 - 19,"45,45",
28/07/2018,18 - 19,19 - 20,"48,40",
28/07/2018,19 - 20,20 - 21,"54,00",
28/07/2018,20 - 21,21 - 22,"60,00",
28/07/2018,21 - 22,22 - 23,"70,00",
28/07/2018,22 - 23,23 - 00,"56,70",
29/07/2018,23 - 00,00 - 01,"43,26",
29/07/2018,00 - 01,01 - 02,"38,76",
29/07/2018,01 - 02,02 - 03,"37,72",
29/07/2018,02 - 03,03 - 04,"36,50",
29/07/2018,03 - 04,04 - 05,"36,75",
29/07/2018,04 - 05,05 - 06,"36,75",
29/07/2018,05 - 06,06 - 07,"36,40",
29/07/2018,06 - 07,07 - 08,"35,02",
29/07/2018,07 - 08,08 - 09,"35,07",
29/07/2018,08 - 09,09 - 10,"35,10",
29/07/2018,09 - 10,10 - 11,"37,94",
29/07/2018,10 - 11,11 - 12,"50,40",
29/07/2018,11 - 12,12 - 13,"53,90",
29/07/2018,12 - 13,13 - 14,"56,00",
29/07/2018,13 - 14,14 - 15,"51,80",
29/07/2018,14 - 15,15 - 16,"48,30",
29/07/2018,15 - 16,16 - 17,"50,36",
29/07/2018,16 - 17,17 - 18,"64,00",
29/07/2018,17 - 18,18 - 19,"65,00",
29/07/2018,18 - 19,19 - 20,"70,01",
29/07/2018,19 - 20,20 - 21,"70,00",
29/07/2018,20 - 21,21 - 22,"73,40",
29/07/2018,21 - 22,22 - 23,"78,00",
29/07/2018,22 - 23,23 - 00,"70,00",
30/07/2018,23 - 00,00 - 01,"65,01",
30/07/2018,00 - 01,01 - 02,"57,61",
30/07/2018,01 - 02,02 - 03,"49,00",
30/07/2018,02 - 03,03 - 04,"45,00",
30/07/2018,03 - 04,04 - 05,"43,95",
30/07/2018,04 - 05,05 - 06,"47,50",
30/07/2018,05 - 06,06 - 07,"47,97",
30/07/2018,06 - 07,07 - 08,"53,65",
30/07/2018,07 - 08,08 - 09,"55,27",
30/07/2018,08 - 09,09 - 10,"56,00",
30/07/2018,09 - 10,10 - 11,"63,06",
30/07/2018,10 - 11,11 - 12,"59,00",
30/07/2018,11 - 12,12 - 13,"53,07",
30/07/2018,12 - 13,13 - 14,"53,00",
30/07/2018,13 - 14,14 - 15,"50,00",
30/07/2018,14 - 15,15 - 16,"50,00",
30/07/2018,15 - 16,16 - 17,"51,05",
30/07/2018,16 - 17,17 - 18,"62,07",
30/07/2018,17 - 18,18 - 19,"78,00",
30/07/2018,18 - 19,19 - 20,"79,98",
30/07/2018,19 - 20,20 - 21,"74,37",
30/07/2018,20 - 21,21 - 22,"65,00",
30/07/2018,21 - 22,22 - 23,"65,00",
30/07/2018,22 - 23,23 - 00,"52,00",
31/07/2018,23 - 00,00 - 01,"54,99",
31/07/2018,00 - 01,01 - 02,"47,60",
31/07/2018,01 - 02,02 - 03,"47,10",
31/07/2018,02 - 03,03 - 04,"47,00",
31/07/2018,03 - 04,04 - 05,"46,00",
31/07/2018,04 - 05,05 - 06,"46,94",
31/07/2018,05 - 06,06 - 07,"47,64",
31/07/2018,06 - 07,07 - 08,"56,94",
31/07/2018,07 - 08,08 - 09,"62,00",
31/07/2018,08 - 09,09 - 10,"77,97",
31/07/2018,09 - 10,10 - 11,"73,98",
31/07/2018,10 - 11,11 - 12,"58,47",
31/07/2018,11 - 12,12 - 13,"52,00",
31/07/2018,12 - 13,13 - 14,"49,99",
31/07/2018,13 - 14,14 - 15,"48,52",
31/07/2018,14 - 15,15 - 16,"48,74",
31/07/2018,15 - 16,16 - 17,"49,24",
31/07/2018,16 - 17,17 - 18,"56,00",
31/07/2018,17 - 18,18 - 19,"61,10",
31/07/2018,18 - 19,19 - 20,"72,93",
31/07/2018,19 - 20,20 - 21,"70,00",
31/07/2018,20 - 21,21 - 22,"67,00",
31/07/2018,21 - 22,22 - 23,"66,00",
31/07/2018,22 - 23,23 - 00,"50,29",
01/08/2018,23 - 00,00 - 01,"54,09",
01/08/2018,00 - 01,01 - 02,"50,20",
01/08/2018,01 - 02,02 - 03,"49,19",
01/08/2018,02 - 03,03 - 04,"50,41",
01/08/2018,03 - 04,04 - 05,"49,04",
01/08/2018,04 - 05,05 - 06,"50,00",
01/08/2018,05 - 06,06 - 07,"49,03",
01/08/2018,06 - 07,07 - 08,"56,50",
01/08/2018,07 - 08,08 - 09,"55,22",
01/08/2018,08 - 09,09 - 10,"64,00",
01/08/2018,09 - 10,10 - 11,"66,00",
01/08/2018,10 - 11,11 - 12,"58,00",
01/08/2018,11 - 12,12 - 13,"53,50",
01/08/2018,12 - 13,13 - 14,"54,00",
01/08/2018,13 - 14,14 - 15,"54,98",
01/08/2018,14 - 15,15 - 16,"55,06",
01/08/2018,15 - 16,16 - 17,"53,51",
01/08/2018,16 - 17,17 - 18,"65,00",
01/08/2018,17 - 18,18 - 19,"74,95",
01/08/2018,18 - 19,19 - 20,"75,20",
01/08/2018,19 - 20,20 - 21,"74,98",
01/08/2018,20 - 21,21 - 22,"69,00",
01/08/2018,21 - 22,22 - 23,"62,00",
01/08/2018,22 - 23,23 - 00,"49,40",
02/08/2018,23 - 00,00 - 01,"56,00",
02/08/2018,00 - 01,01 - 02,"48,99",
02/08/2018,01 - 02,02 - 03,"46,99",
02/08/2018,02 - 03,03 - 04,"44,78",
02/08/2018,03 - 04,04 - 05,"46,91",
02/08/2018,04 - 05,05 - 06,"46,95",
02/08/2018,05 - 06,06 - 07,"48,69",
02/08/2018,06 - 07,07 - 08,"56,69",
02/08/2018,07 - 08,08 - 09,"58,00",
02/08/2018,08 - 09,09 - 10,"60,00",
02/08/2018,09 - 10,10 - 11,"60,29",
02/08/2018,10 - 11,11 - 12,"59,64",
02/08/2018,11 - 12,12 - 13,"58,87",
02/08/2018,12 - 13,13 - 14,"57,68",
02/08/2018,13 - 14,14 - 15,"58,00",
02/08/2018,14 - 15,15 - 16,"56,84",
02/08/2018,15 - 16,16 - 17,"57,88",
02/08/2018,16 - 17,17 - 18,"62,97",
02/08/2018,17 - 18,18 - 19,"74,71",
02/08/2018,18 - 19,19 - 20,"75,00",
02/08/2018,19 - 20,20 - 21,"74,93",
02/08/2018,20 - 21,21 - 22,"65,70",
02/08/2018,21 - 22,22 - 23,"61,56",
02/08/2018,22 - 23,23 - 00,"56,85",
03/08/2018,23 - 00,00 - 01,"55,30",
03/08/2018,00 - 01,01 - 02,"49,06",
03/08/2018,01 - 02,02 - 03,"47,00",
03/08/2018,02 - 03,03 - 04,"46,42",
03/08/2018,03 - 04,04 - 05,"46,00",
03/08/2018,04 - 05,05 - 06,"46,49",
03/08/2018,05 - 06,06 - 07,"53,36",
03/08/2018,06 - 07,07 - 08,"61,59",
03/08/2018,07 - 08,08 - 09,"62,91",
03/08/2018,08 - 09,09 - 10,"64,32",
03/08/2018,09 - 10,10 - 11,"67,90",
03/08/2018,10 - 11,11 - 12,"64,08",
03/08/2018,11 - 12,12 - 13,"64,33",
03/08/2018,12 - 13,13 - 14,"64,00",
03/08/2018,13 - 14,14 - 15,"63,63",
03/08/2018,14 - 15,15 - 16,"58,66",
03/08/2018,15 - 16,16 - 17,"59,92",
03/08/2018,16 - 17,17 - 18,"63,82",
03/08/2018,17 - 18,18 - 19,"65,00",
03/08/2018,18 - 19,19 - 20,"69,90",
03/08/2018,19 - 20,20 - 21,"64,40",
03/08/2018,20 - 21,21 - 22,"63,63",
03/08/2018,21 - 22,22 - 23,"61,31",
03/08/2018,22 - 23,23 - 00,"53,66",
04/08/2018,23 - 00,00 - 01,"63,80",
04/08/2018,00 - 01,01 - 02,"53,10",
04/08/2018,01 - 02,02 - 03,"48,84",
04/08/2018,02 - 03,03 - 04,"47,60",
04/08/2018,03 - 04,04 - 05,"44,99",
04/08/2018,04 - 05,05 - 06,"44,70",
04/08/2018,05 - 06,06 - 07,"45,58",
04/08/2018,06 - 07,07 - 08,"47,46",
04/08/2018,07 - 08,08 - 09,"50,00",
04/08/2018,08 - 09,09 - 10,"55,00",
04/08/2018,09 - 10,10 - 11,"69,97",
04/08/2018,10 - 11,11 - 12,"63,80",
04/08/2018,11 - 12,12 - 13,"52,90",
04/08/2018,12 - 13,13 - 14,"48,54",
04/08/2018,13 - 14,14 - 15,"48,30",
04/08/2018,14 - 15,15 - 16,"46,50",
04/08/2018,15 - 16,16 - 17,"48,01",
04/08/2018,16 - 17,17 - 18,"48,30",
04/08/2018,17 - 18,18 - 19,"59,90",
04/08/2018,18 - 19,19 - 20,"69,92",
04/08/2018,19 - 20,20 - 21,"73,30",
04/08/2018,20 - 21,21 - 22,"73,94",
04/08/2018,21 - 22,22 - 23,"75,39",
04/08/2018,22 - 23,23 - 00,"66,94",
05/08/2018,23 - 00,00 - 01,"59,57",
05/08/2018,00 - 01,01 - 02,"52,95",
05/08/2018,01 - 02,02 - 03,"47,98",
05/08/2018,02 - 03,03 - 04,"46,96",
05/08/2018,03 - 04,04 - 05,"45,46",
05/08/2018,04 - 05,05 - 06,"45,49",
05/08/2018,05 - 06,06 - 07,"45,42",
05/08/2018,06 - 07,07 - 08,"45,00",
05/08/2018,07 - 08,08 - 09,"52,50",
05/08/2018,08 - 09,09 - 10,"46,61",
05/08/2018,09 - 10,10 - 11,"60,00",
05/08/2018,10 - 11,11 - 12,"65,69",
05/08/2018,11 - 12,12 - 13,"63,30",
05/08/2018,12 - 13,13 - 14,"62,00",
05/08/2018,13 - 14,14 - 15,"54,00",
05/08/2018,14 - 15,15 - 16,"46,00",
05/08/2018,15 - 16,16 - 17,"48,00",
05/08/2018,16 - 17,17 - 18,"49,30",
05/08/2018,17 - 18,18 - 19,"64,00",
05/08/2018,18 - 19,19 - 20,"74,00",
05/08/2018,19 - 20,20 - 21,"78,00",
05/08/2018,20 - 21,21 - 22,"75,00",
05/08/2018,21 - 22,22 - 23,"74,50",
05/08/2018,22 - 23,23 - 00,"62,00",
06/08/2018,23 - 00,00 - 01,"58,00",
06/08/2018,00 - 01,01 - 02,"47,50",
06/08/2018,01 - 02,02 - 03,"45,52",
06/08/2018,02 - 03,03 - 04,"44,96",
06/08/2018,03 - 04,04 - 05,"44,93",
06/08/2018,04 - 05,05 - 06,"44,98",
06/08/2018,05 - 06,06 - 07,"49,44",
06/08/2018,06 - 07,07 - 08,"59,03",
06/08/2018,07 - 08,08 - 09,"59,00",
06/08/2018,08 - 09,09 - 10,"62,12",
06/08/2018,09 - 10,10 - 11,"59,94",
06/08/2018,10 - 11,11 - 12,"58,59",
06/08/2018,11 - 12,12 - 13,"56,69",
06/08/2018,12 - 13,13 - 14,"54,28",
06/08/2018,13 - 14,14 - 15,"54,93",
06/08/2018,14 - 15,15 - 16,"57,30",
06/08/2018,15 - 16,16 - 17,"60,90",
06/08/2018,16 - 17,17 - 18,"65,19",
06/08/2018,17 - 18,18 - 19,"67,29",
06/08/2018,18 - 19,19 - 20,"78,10",
06/08/2018,19 - 20,20 - 21,"74,93",
06/08/2018,20 - 21,21 - 22,"68,01",
06/08/2018,21 - 22,22 - 23,"65,09",
06/08/2018,22 - 23,23 - 00,"60,00",
07/08/2018,23 - 00,00 - 01,"57,22",
07/08/2018,00 - 01,01 - 02,"49,10",
07/08/2018,01 - 02,02 - 03,"47,00",
07/08/2018,02 - 03,03 - 04,"46,00",
07/08/2018,03 - 04,04 - 05,"45,52",
07/08/2018,04 - 05,05 - 06,"47,01",
07/08/2018,05 - 06,06 - 07,"52,92",
07/08/2018,06 - 07,07 - 08,"58,82",
07/08/2018,07 - 08,08 - 09,"60,00",
07/08/2018,08 - 09,09 - 10,"64,28",
07/08/2018,09 - 10,10 - 11,"62,97",
07/08/2018,10 - 11,11 - 12,"62,00",
07/08/2018,11 - 12,12 - 13,"61,07",
07/08/2018,12 - 13,13 - 14,"60,00",
07/08/2018,13 - 14,14 - 15,"59,00",
07/08/2018,14 - 15,15 - 16,"58,34",
07/08/2018,15 - 16,16 - 17,"61,32",
07/08/2018,16 - 17,17 - 18,"64,00",
07/08/2018,17 - 18,18 - 19,"68,83",
07/08/2018,18 - 19,19 - 20,"70,00",
07/08/2018,19 - 20,20 - 21,"69,00",
07/08/2018,20 - 21,21 - 22,"62,04",
07/08/2018,21 - 22,22 - 23,"61,06",
07/08/2018,22 - 23,23 - 00,"52,09",
08/08/2018,23 - 00,00 - 01,"68,00",
08/08/2018,00 - 01,01 - 02,"50,00",
08/08/2018,01 - 02,02 - 03,"48,80",
08/08/2018,02 - 03,03 - 04,"48,16",
08/08/2018,03 - 04,04 - 05,"46,97",
08/08/2018,04 - 05,05 - 06,"46,95",
08/08/2018,05 - 06,06 - 07,"48,45",
08/08/2018,06 - 07,07 - 08,"54,10",
08/08/2018,07 - 08,08 - 09,"59,95",
08/08/2018,08 - 09,09 - 10,"67,80",
08/08/2018,09 - 10,10 - 11,"69,97",
08/08/2018,10 - 11,11 - 12,"62,41",
08/08/2018,11 - 12,12 - 13,"54,00",
08/08/2018,12 - 13,13 - 14,"52,00",
08/08/2018,13 - 14,14 - 15,"49,83",
08/08/2018,14 - 15,15 - 16,"49,51",
08/08/2018,15 - 16,16 - 17,"50,28",
08/08/2018,16 - 17,17 - 18,"58,02",
08/08/2018,17 - 18,18 - 19,"67,90",
08/08/2018,18 - 19,19 - 20,"70,00",
08/08/2018,19 - 20,20 - 21,"69,94",
08/08/2018,20 - 21,21 - 22,"69,70",
08/08/2018,21 - 22,22 - 23,"64,00",
08/08/2018,22 - 23,23 - 00,"59,87",
09/08/2018,23 - 00,00 - 01,"59,45",
09/08/2018,00 - 01,01 - 02,"50,55",
09/08/2018,01 - 02,02 - 03,"50,00",
09/08/2018,02 - 03,03 - 04,"48,00",
09/08/2018,03 - 04,04 - 05,"45,00",
09/08/2018,04 - 05,05 - 06,"46,00",
09/08/2018,05 - 06,06 - 07,"50,56",
09/08/2018,06 - 07,07 - 08,"57,16",
09/08/2018,07 - 08,08 - 09,"61,13",
09/08/2018,08 - 09,09 - 10,"74,50",
09/08/2018,09 - 10,10 - 11,"72,00",
09/08/2018,10 - 11,11 - 12,"66,00",
09/08/2018,11 - 12,12 - 13,"60,00",
09/08/2018,12 - 13,13 - 14,"56,00",
09/08/2018,13 - 14,14 - 15,"53,32",
09/08/2018,14 - 15,15 - 16,"51,90",
09/08/2018,15 - 16,16 - 17,"50,50",
09/08/2018,16 - 17,17 - 18,"55,00",
09/08/2018,17 - 18,18 - 19,"68,00",
09/08/2018,18 - 19,19 - 20,"72,00",
09/08/2018,19 - 20,20 - 21,"73,00",
09/08/2018,20 - 21,21 - 22,"68,70",
09/08/2018,21 - 22,22 - 23,"67,90",
09/08/2018,22 - 23,23 - 00,"50,04",
10/08/2018,23 - 00,00 - 01,"62,06",
10/08/2018,00 - 01,01 - 02,"53,83",
10/08/2018,01 - 02,02 - 03,"49,42",
10/08/2018,02 - 03,03 - 04,"48,91",
10/08/2018,03 - 04,04 - 05,"48,11",
10/08/2018,04 - 05,05 - 06,"47,00",
10/08/2018,05 - 06,06 - 07,"49,10",
10/08/2018,06 - 07,07 - 08,"54,86",
10/08/2018,07 - 08,08 - 09,"54,95",
10/08/2018,08 - 09,09 - 10,"73,04",
10/08/2018,09 - 10,10 - 11,"73,99",
10/08/2018,10 - 11,11 - 12,"69,95",
10/08/2018,11 - 12,12 - 13,"61,50",
10/08/2018,12 - 13,13 - 14,"59,00",
10/08/2018,13 - 14,14 - 15,"51,60",
10/08/2018,14 - 15,15 - 16,"49,67",
10/08/2018,15 - 16,16 - 17,"49,68",
10/08/2018,16 - 17,17 - 18,"52,00",
10/08/2018,17 - 18,18 - 19,"64,00",
10/08/2018,18 - 19,19 - 20,"68,00",
10/08/2018,19 - 20,20 - 21,"66,00",
10/08/2018,20 - 21,21 - 22,"61,27",
10/08/2018,21 - 22,22 - 23,"65,00",
10/08/2018,22 - 23,23 - 00,"53,00",
11/08/2018,23 - 00,00 - 01,"64,91",
11/08/2018,00 - 01,01 - 02,"52,94",
11/08/2018,01 - 02,02 - 03,"49,98",
11/08/2018,02 - 03,03 - 04,"49,91",
11/08/2018,03 - 04,04 - 05,"49,00",
11/08/2018,04 - 05,05 - 06,"49,91",
11/08/2018,05 - 06,06 - 07,"49,90",
11/08/2018,06 - 07,07 - 08,"54,00",
11/08/2018,07 - 08,08 - 09,"49,00",
11/08/2018,08 - 09,09 - 10,"60,00",
11/08/2018,09 - 10,10 - 11,"73,92",
11/08/2018,10 - 11,11 - 12,"71,50",
11/08/2018,11 - 12,12 - 13,"69,93",
11/08/2018,12 - 13,13 - 14,"64,00",
11/08/2018,13 - 14,14 - 15,"56,55",
11/08/2018,14 - 15,15 - 16,"48,10",
11/08/2018,15 - 16,16 - 17,"50,14",
11/08/2018,16 - 17,17 - 18,"65,00",
11/08/2018,17 - 18,18 - 19,"72,20",
11/08/2018,18 - 19,19 - 20,"75,94",
11/08/2018,19 - 20,20 - 21,"65,00",
11/08/2018,20 - 21,21 - 22,"56,09",
11/08/2018,21 - 22,22 - 23,"57,00",
11/08/2018,22 - 23,23 - 00,"53,63",
12/08/2018,23 - 00,00 - 01,"67,10",
12/08/2018,00 - 01,01 - 02,"53,00",
